"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"CCIS03473770ST.4.0","DRR127649","CCIS32452666ST.4.0","CCIS50471204ST.4.0","CRC_MR_SBJ67H_17","CRC_MR_SBJ21H_17","SID532779","SID530167","15.3571953602114","18.51233634675","18.8494419951149","19.1137507760329","20.2629092893691","20.7564448490511","21.6457822811743","CRC_MR_SBJ32C_17","CCIS55230578ST.4.0","CCMD13934959ST.21.0","CCMD52145360ST.11.0","CCIS62605362ST.3.0","CRC_MR_SBJ52C_17","CCMD82866709ST.21.0","14.1244466241124","15.2102016740509","16.4695946211192","16.5784894261962","18.2152698790987","19.7475511965585","20.4496418043153"
"CCIS09568613ST.4.0","SZAXPI015260.74","CCIS03473770ST.4.0","DRR127649","CCIS16383318ST.4.0","CCIS50471204ST.4.0","CCIS15794887ST.4.0","CCIS32452666ST.4.0","25.4440047535603","27.6464753747743","29.0966542012978","29.860424929371","30.1104790574743","30.2769477034839","30.3460339577876","SZAXPI003426.11","CCIS62794166ST.4.0","CCMD74930188ST.21.0","CCMD50071957ST.21.0","CCIS55230578ST.4.0","DRR127514","CCIS62605362ST.3.0","17.1972346296519","23.6734085453468","24.4138378484273","26.41914098387","27.2465009931422","27.5005423104273","27.9852171742797"
"CCIS15794887ST.4.0","SID31071","CRC_MR_SBJ67H_17","DRR127649","CCMD41521570ST.11.0","CCIS03473770ST.4.0","CCMD89107682ST.11.0","CCIS50471204ST.4.0","20.6368713181117","23.7958611710146","23.9808121869506","24.3922700235115","25.7806792685938","25.9553444213172","25.958896783991","CCMD50071957ST.21.0","CRC_MR_SBJ32C_17","DRR127536","CCIS76845094ST.20.0","CRC_MR_SBJ52C_17","DRR127514","CCMD82866709ST.21.0","23.1958378727111","23.2310136480073","24.1993737509693","24.8785620512963","25.0219976174006","25.1677498105115","25.5182936328059"
"CCIS16383318ST.4.0","SZAXPI015273.95","CCIS03473770ST.4.0","CCIS50471204ST.4.0","CCMD29706695ST.11.0","CRC_MR_SBJ67H_17","CCIS32452666ST.4.0","CCIS15794887ST.4.0","23.6281011957119","25.2074974857958","26.5646743187113","26.6460876124845","27.3647421280651","27.4979949317146","27.5571585634132","CCIS55230578ST.4.0","SZAXPI003422.11","CCIS62794166ST.4.0","SZAXPI003426.11","CRC_MR_SBJ32C_17","CCMD50071957ST.21.0","CCIS62605362ST.3.0","25.290137564618","25.5930848770093","26.3603550503725","26.7534353782145","26.7910442770079","26.7988761175315","26.8694926625979"
"CCIS32452666ST.4.0","CCIS50471204ST.4.0","CCIS03473770ST.4.0","SID530331","CRC_MR_SBJ21H_17","DRR127649","SID532779","CRC_MR_SBJ67H_17","17.2630257895886","18.51233634675","21.5071135435953","22.570610566593","23.428636027761","23.902950471059","24.0961394960002","CCIS55230578ST.4.0","CCMD13934959ST.21.0","CCMD52145360ST.11.0","CRC_MR_SBJ52C_17","CCIS76845094ST.20.0","CCIS62605362ST.3.0","CRC_MR_SBJ32C_17","17.9209545394686","18.2325863918699","20.0070995576545","20.5717859989623","21.2125082705723","22.1278328830141","22.960717134959"
"CCIS50471204ST.4.0","CCIS32452666ST.4.0","CCIS03473770ST.4.0","SID530331","CRC_MR_SBJ67H_17","SID31009","DRR127649","CCMD37575804ST.11.0","17.2630257895886","18.8494419951149","20.3876074026527","21.528863632461","21.8562522911683","22.2357663628016","22.687246089799","CCMD13934959ST.21.0","CCIS55230578ST.4.0","CCIS76845094ST.20.0","CRC_MR_SBJ52C_17","CCMD52145360ST.11.0","CCIS62605362ST.3.0","CCMD98531134ST.11.0","17.2244962582654","17.2370772638838","18.1406114650058","18.5784941912067","20.4823997390076","21.5859710582498","22.8842502754252"
"CCIS95097901ST.4.0","SID31537","CCIS50471204ST.4.0","SID31009","CCIS32452666ST.4.0","SID31766","CRC_MR_SBJ68H_17","CCMD37575804ST.11.0","23.2977995696182","24.0236236969342","25.6958619791884","27.0372883565882","28.6171784743849","28.713211131662","29.1496133577137","CRC_MR_SBJ52C_17","CCIS76845094ST.20.0","CCMD98531134ST.11.0","CCIS55230578ST.4.0","SZAXPI017456.23","CCIS62605362ST.3.0","CCMD50071957ST.21.0","23.0330124945609","23.6970559773066","24.7169299426972","25.2653048133325","25.7883466083016","26.6677781764979","29.7594055711417"
"CCMD26625622ST.11.0","MMRS81135225ST.27.0.0","CCMD46727384ST.11.0","CCMD18829815ST.11.0","DRR127704","CCIS03473770ST.4.0","CCIS32452666ST.4.0","CRC_MR_SBJ67H_17","21.1504351660102","27.3664992826192","31.385992549142","31.7868108577174","32.0096078341535","32.8743457780425","33.0073951334121","MMRS67247116ST.27.0.0","CCMD74930188ST.21.0","CCMD13934959ST.21.0","CCIS62794166ST.4.0","CCMD50071957ST.21.0","DRR127491","CCMD51864103ST.21.0","26.1282702938158","31.2025111533992","31.3439035491003","32.7016317450368","33.0608711096108","34.4810231347781","35.0080980030878"
"CCMD29706695ST.11.0","SZAXPI015245.33","SZAXPI015273.95","CCIS16383318ST.4.0","CCIS15794887ST.4.0","CCIS03473770ST.4.0","CRC_MR_SBJ67H_17","DRR127613","23.6283150635419","25.8358619652916","26.6460876124845","26.9905345968712","27.1638247139426","27.185620269225","27.3293804186355","CRC_MR_SBJ32C_17","CRC_MR_SBJ49C_17","CCIS62605362ST.3.0","LILT_VF29_16","CCIS84543192ST.4.0","CCMD50071957ST.21.0","CCIS55230578ST.4.0","25.1147476052697","25.7491235026496","26.6973003661606","27.201934419743","27.8284512768426","27.9252295005645","28.1456994058044"
"CCMD37575804ST.11.0","CCMD89107682ST.11.0","CCMD41521570ST.11.0","CCIS50471204ST.4.0","CCMD18829815ST.11.0","CCIS32452666ST.4.0","MMRS91297590ST.27.0.0","CRC_MR_SBJ21H_17","20.5352728004768","21.8971684953443","22.687246089799","23.1495677264911","24.3093176054718","25.0805266301826","25.6701847057613","CRC_MR_SBJ52C_17","CCIS76845094ST.20.0","CCMD98531134ST.11.0","CCMD52145360ST.11.0","CCMD13934959ST.21.0","CCIS55230578ST.4.0","CCIS62605362ST.3.0","21.7295151741727","23.372057084831","24.3510646680797","24.489264977116","25.2589231036618","26.4256342141565","26.9262297255427"
