"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Peptostreptococcus_stomatis";6,63678946374355e-07;0,000660666666666667;"0";0,116288333333333;"0";"531";6,63678946374355e-07;0,000335157867919049;"CRC"
"Porphyromonas_asaccharolytica";6,7659821815455e-06;0,000120666666666667;"0";0,2944745;"0";"534";6,7659821815455e-06;0,00149212437908595;"CRC"
"Fusobacterium_nucleatum";8,86410522229278e-06;0,000188333333333333;"0";0,0256075;"0";"348";8,86410522229278e-06;0,00149212437908595;"CRC"
"Gemella_morbillorum";4,46218446482972e-05;0,0003695;"0";0,0470581666666667;"0";"356";4,46218446482972e-05;0,00563350788684752;"CRC"
"Clostridiaceae_bacterium_JC118";9,96286729770221e-05;0,00434366666666667;"0";0,0388585;"0.000475";"195";9,96286729770221e-05;0,0100624959706792;"CRC"
"Ruminococcus_torques";0,000188158366195804;1,43929033333333;"0.86332";2,86888966666667;"2.0677";"615";0,000188158366195804;0,0158366624881468;"CRC"
"Prevotella_stercorea";0,000336232093158943;0,000366666666666667;"0";0,517764166666667;"0";"566";0,000336232093158943;0,0242567438636095;"CRC"
"Porphyromonas_uenonis";0,000550504653591696;0;"0";0,340830666666667;"0";"539";0,000550504653591696;0,0347506062579758;"CRC"
"Parvimonas_micra";0,000796980815230486;0,000428333333333333;"0";0,0346646666666667;"0";"515";0,000796980815230486;0,0447194790768217;"CRC"
"Megamonas_rupellensis";0,000988787436690214;0,0133471666666667;"0";0,108287;"0";"468";0,000988787436690214;0,0499337655528558;"CRC"
"Clostridium_hathewayi";0,00141827304363881;0,0523953333333333;"0.003795";0,260576833333333;"0.02148";"208";0,00141827304363881;0,0634398024260203;"Nodiff"
"Anaerotruncus_unclassified";0,00150748045368761;0,0218018333333333;"0.003025";0,073774;"0.02468";"73";0,00150748045368761;0,0634398024260203;"Nodiff"
"Ruminococcaceae_bacterium_D16";0,00230415152508786;0,0222461666666667;"7e-05";0,0668781666666667;"0.00227";"603";0,00230415152508786;0,0834511408748934;"Nodiff"
"Clostridium_symbiosum";0,00231349697474952;0,0300421666666667;"0";0,0603038333333333;"0.009455";"228";0,00231349697474952;0,0834511408748934;"Nodiff"
"Parvimonas_unclassified";0,00248547642501694;0,0026615;"0";0,10265;"0";"518";0,00248547642501694;0,0836777063089036;"Nodiff"
"Megamonas_hypermegale";0,00285850766246887;0,022906;"0";0,454480833333333;"0";"467";0,00285850766246887;0,0902216480966737;"Nodiff"
"Clostridium_nexile";0,00540545481707451;0,0181848333333333;"0";0,191225833333333;"0";"214";0,00540545481707451;0,160573804860155;"Nodiff"
"Eikenella_corrodens";0,00678895589795725;0;"0";0,0026695;"0";"286";0,00678895589795725;0,180443301498337;"Nodiff"
"Fusobacterium_mortiferum";0,00678895589795725;0;"0";0,105127333333333;"0";"346";0,00678895589795725;0,180443301498337;"Nodiff"
"Streptococcus_tigurinus";0,00787775912076682;0,000337833333333333;"0";0,009845;"0";"682";0,00787775912076682;0,190017937997135;"Nodiff"
