"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29"
"CCIS13047523ST.4.0","CCIS80834637ST.4.0","CCMD18829815ST.11.0","CCIS63910149ST.4.0","CCMD18579000ST.11.0","SZAXPI015241.27","CRC_MR_SBJ84H_17","CCMD39157124ST.11.0","22.6698948508832","23.7009324792296","26.6286375627049","27.0359104945737","28.0538686892022","28.1975024484191","28.4185741727413","SZAXPI015213.15","CRC_MR_SBJ39C_17","CCIS48725289ST.4.0","CCIS76845094ST.20.0","CCMD86707194ST.21.0","MMRS25641480ST.27.0.0","SZAXPI017458.25","23.7225740864456","23.9891885091972","24.039982078891","24.3464697354011","25.3406291459565","27.0524532128419","28.0304567799635"
"CCIS23164343ST.4.0","CCIS27304052ST.3.0","CCIS63910149ST.4.0","SZAXPI015241.27","CCIS13047523ST.4.0","CCIS88317640ST.4.0","MMRS88581325ST.27.0.0","SZAXPI003433.7","20.247438082355","22.8969226665965","23.7490451278278","32.1037326084896","33.4270266737815","33.9735791736976","34.4345260167103","SID31276","SZAXPI003412.1","CRC_MR_SBJ64C_17","SZAXPI017456.23","CCIS76845094ST.20.0","SID31285","CRC_MR_SBJ39C_17","19.4644775951141","21.350921118467","23.577034189062","27.2430484890715","29.12814716666","29.2387587112278","30.6115300513124"
"CCIS27304052ST.3.0","SZAXPI015241.27","CCIS23164343ST.4.0","CCIS63910149ST.4.0","SZAXPI015265.88","MMRS88581325ST.27.0.0","CCIS88317640ST.4.0","CCMD18579000ST.11.0","20.0096830439365","20.247438082355","20.3127343658135","24.7236856416595","26.7751687942747","27.8577614021784","28.0498455137635","SZAXPI003412.1","CRC_MR_SBJ64C_17","SID31276","CRC_MR_SBJ39C_17","CCIS76845094ST.20.0","CCIS62605362ST.3.0","SID31285","21.0797381066464","22.392518950788","22.4027094897358","23.0870870404042","24.3979548819527","25.0969860211241","25.1663815097761"
"CCIS45571137ST.3.0","CCIS63910149ST.4.0","CCMD18579000ST.11.0","LILT_VF28_T016","SZAXPI015241.27","SZAXPI015244.32","MMRS88581325ST.27.0.0","CRC_MR_SBJ84H_17","17.4679543927559","19.3118479941175","20.7158211272134","22.5209112447587","23.3763617319141","23.4543489671404","23.8504643882189","CRC_MR_SBJ33C_17","CCIS98512455ST.4.0","SZAXPI017454.20","CCIS62605362ST.3.0","MMRS93508324ST.27.0.0","CCMD26925580ST.21.0","CRC_MR_SBJ32C_17","20.2085650383297","20.7016382981517","21.2511439410776","21.4116048081175","21.4147404694967","22.2943711087395","22.8678385523731"
"CCIS63910149ST.4.0","SZAXPI015241.27","CCIS45571137ST.3.0","CCIS27304052ST.3.0","CCMD18579000ST.11.0","MMRS88581325ST.27.0.0","CCIS23164343ST.4.0","SZAXPI003433.7","14.4147012660096","17.4679543927559","20.3127343658135","21.8707536345207","22.2969397455077","22.8969226665965","23.4884055964384","SID31276","CRC_MR_SBJ64C_17","SID31285","CCIS76845094ST.20.0","SZAXPI003412.1","CRC_MR_SBJ39C_17","MMRS15137911ST.27.0.0","18.4435780444522","18.5942085304565","19.535301072584","20.7312508484872","22.9030205001764","23.0881613211641","23.4709979471048"
"CCIS80834637ST.4.0","CCMD18829815ST.11.0","DRR127763","CRC_MR_SBJ84H_17","CCIS13047523ST.4.0","CCMD18579000ST.11.0","SZAXPI015265.88","DRR127649","16.7322066707084","17.7918666275689","22.6592572307192","22.6698948508832","26.2295457205972","26.6955561941365","28.1307153825476","MMRS25641480ST.27.0.0","CCIS48725289ST.4.0","CRC_MR_SBJ39C_17","SZAXPI015213.15","CCMD86707194ST.21.0","DRR127536","MMRS93508324ST.27.0.0","18.1668238754302","19.7632049489879","20.9036832595048","23.523482048162","26.1255578613931","26.7026722208621","26.7183292922312"
"CCIS88317640ST.4.0","MMRS88581325ST.27.0.0","SZAXPI015244.32","CRC_MR_SBJ84H_17","CCIS63910149ST.4.0","SID31700","CCMD18579000ST.11.0","DRR127649","19.0904335146062","22.7884489750509","23.8337420554495","24.6126189305608","24.6669638391676","24.6784610876266","25.7801886404638","SZAXPI017454.20","CRC_MR_SBJ32C_17","CCIS98512455ST.4.0","CCIS76845094ST.20.0","CCIS62605362ST.3.0","MMRS15137911ST.27.0.0","CRC_MR_SBJ31C_17","20.215598933576","23.3502407369218","23.7321889096328","24.0699734745325","24.1963429620387","24.2429829925898","24.7950420381858"
"CCMD18829815ST.11.0","DRR127763","CCIS80834637ST.4.0","CCIS13047523ST.4.0","SZAXPI015265.88","CCMD18579000ST.11.0","CCMD73128545ST.11.0","CRC_MR_SBJ84H_17","13.5211249485573","16.7322066707084","23.7009324792296","24.4887668591989","24.586387947468","26.8570456332896","27.0369694089445","CCIS48725289ST.4.0","CRC_MR_SBJ39C_17","MMRS25641480ST.27.0.0","SZAXPI015213.15","CRC_MR_SBJ35C_17","CCIS71301801ST.4.0","CCMD86707194ST.21.0","20.9333708850152","21.3221274591491","22.7358722098054","23.3718283557299","26.0473732830241","27.1618255191767","27.3372103970193"
"CCMD22852639ST.11.0","DRR127649","LILT_VF189_T016","MMRS88581325ST.27.0.0","CCMD27867141ST.11.0","CCMD18579000ST.11.0","CCMD49025643ST.11.0","LILT_VF262_T016","20.0187800218795","22.0961512412569","22.3389582584171","23.2270968756881","24.0893941991242","24.3509185820001","24.6951549137559","CRC_MR_SBJ32C_17","LILT_VF100_T016","LILT_VF270_T017","MMRS25641480ST.27.0.0","CCIS62605362ST.3.0","SZAXPI017454.20","CCIS98512455ST.4.0","20.5100591497953","20.9228627606955","24.6146492890819","24.9652696571297","25.8293224590174","26.078195781666","26.7472100297732"
"CCMD27867141ST.11.0","SID532915","CCMD49025643ST.11.0","DRR127649","SID31700","SZAXPI015234.20","CCMD18579000ST.11.0","CCMD22852639ST.11.0","15.724761284735","20.611902188784","20.9087156779846","21.0640218561912","22.2409705439601","22.3515448956263","23.2270968756881","SID31881","CRC_MR_SBJ32C_17","CCMD27463710ST.11.0","DRR127708","CCIS71301801ST.4.0","CCMD12232071ST.21.0","CCMD88272491ST.21.0","19.2747704216289","19.3025624770158","20.1739878731598","24.1535132022404","24.8966665632169","25.9331507977704","26.5070464292705"
"CCMD31134579ST.11.0","DRR127535","SZAXPI015263.84","MMRS64281551ST.27.0.0","MMRS54246132ST.27.0.0","MMRS88581325ST.27.0.0","CCMD27867141ST.11.0","DRR127649","21.2361644527984","21.8869481027347","27.2256798346984","27.4099960589782","33.2649546914888","33.6116282661299","34.6482378044353","SZAXPI015226.14","CCIS40244499ST.3.0","DRR127708","SID31868","MMRS44587603ST.27.0.0","CRC_MR_SBJ32C_17","CCIS71301801ST.4.0","23.434029743625","27.23666560811","28.5040636793054","28.5177573854923","31.036933543849","33.8872206626952","34.2178536356286"
"CCMD39157124ST.11.0","CCMD18579000ST.11.0","CCIS45571137ST.3.0","CCMD73128545ST.11.0","DRR127649","CCMD18829815ST.11.0","CCIS13047523ST.4.0","CCIS63910149ST.4.0","19.1332539505229","24.0635906968578","24.6015879555934","26.0184176980961","27.5568147355278","28.4185741727413","29.7506453766822","SZAXPI015213.15","CCIS48725289ST.4.0","CCIS71301801ST.4.0","CCMD86707194ST.21.0","CRC_MR_SBJ33C_17","MMRS93508324ST.27.0.0","CRC_MR_SBJ35C_17","22.9398531538478","24.7089849379128","27.232592190381","27.5578917066473","27.7252290999281","28.410546449127","29.1794752160076"
"CCMD41521570ST.11.0","DRR127649","LILT_VF189_T016","CCMD99440714ST.11.0","CCMD18579000ST.11.0","MMRS88581325ST.27.0.0","CRC_MR_SBJ84H_17","CCMD35081859ST.11.0","20.1004464500642","22.9776565961196","23.1263041679102","23.4064325725707","24.3637236874333","24.396078732823","24.5588634025559","SZAXPI017458.25","CCIS48725289ST.4.0","CCMD86707194ST.21.0","MMRS25641480ST.27.0.0","MMRS93508324ST.27.0.0","CCIS62605362ST.3.0","MMRS62376181ST.27.0.0","18.8458706936851","20.5968047608094","20.7828546625385","22.0373744037873","23.9153230631974","25.0658941171984","25.5313962716495"
"CCMD49025643ST.11.0","CCMD27867141ST.11.0","MMRS88581325ST.27.0.0","SID532915","DRR127649","SID31700","CCMD18579000ST.11.0","CCMD22852639ST.11.0","20.611902188784","21.4539892602681","22.7719797601636","23.1563391121827","23.2124329851504","24.2358118423667","24.3509185820001","CRC_MR_SBJ32C_17","CCMD88272491ST.21.0","LILT_VF270_T017","SID31876","CCIS71301801ST.4.0","LILT_VF100_T016","CCIS62605362ST.3.0","19.6611893296947","23.9865898687058","24.0996364874431","24.1359064325063","24.3276236331336","24.4276960903377","25.0621131915547"
"CCMD73128545ST.11.0","CCMD18579000ST.11.0","DRR127649","CCMD27867141ST.11.0","SID31700","CCMD39157124ST.11.0","SID532915","CCMD18829815ST.11.0","18.2932853258183","20.3585576123212","23.4718747617356","24.0993958011378","24.6015879555934","24.9160370549793","26.8570456332896","CCIS71301801ST.4.0","CRC_MR_SBJ32C_17","CCIS48725289ST.4.0","SZAXPI015213.15","DRR127708","CCMD86707194ST.21.0","LILT_VF270_T017","20.569599923314","23.8284429284395","24.5103807401517","25.4544462018701","25.8387829382423","26.6180157741688","27.0917002793715"
"CCMD99440714ST.11.0","DRR127649","CCMD35081859ST.11.0","LILT_VF189_T016","CCMD41521570ST.11.0","LILT_VF262_T016","CCMD22852639ST.11.0","LILT_VF00TL_16","21.0663443465543","22.0871333258144","22.8543791760595","23.1263041679102","23.421591764387","24.9188483355592","25.0267798738471","MMRS25641480ST.27.0.0","CCIS48725289ST.4.0","SZAXPI017458.25","CRC_MR_SBJ31C_17","DRR127536","CRC_MR_SBJ32C_17","MMRS44587603ST.27.0.0","22.0170441491632","22.1745096659024","22.2676046132268","23.9228235568776","25.2401254738977","25.2726065647907","25.6076105934662"
"CRC_MR_SBJ77H_17","DRR127649","MMRS88581325ST.27.0.0","CCMD18579000ST.11.0","MMRS61683006ST.27.0.0","CCMD49025643ST.11.0","CCMD22852639ST.11.0","DRR127672","24.7018522536773","25.1935786661165","26.5983310350988","26.6268552794092","27.0705876776383","27.3961414991655","27.8538685444015","CCMD88272491ST.21.0","CRC_MR_SBJ32C_17","SZAXPI017454.20","CCIS98512455ST.4.0","CCIS71301801ST.4.0","LILT_VF270_T017","DRR127708","21.56704521058","23.7207646606723","25.5130506912639","26.030252811206","27.059986881366","27.1206699965027","27.3666896093864"
"CRC_MR_SBJ84H_17","SZAXPI015244.32","CCMD18579000ST.11.0","MMRS61683006ST.27.0.0","DRR127649","CCIS80834637ST.4.0","SZAXPI003433.7","MMRS88581325ST.27.0.0","21.6044363036391","21.97946861334","22.5637873409076","22.6530626204847","22.6592572307192","22.8330125550375","23.2376502742704","CCIS48725289ST.4.0","MMRS25641480ST.27.0.0","DRR127536","CRC_MR_SBJ32C_17","MMRS93508324ST.27.0.0","SZAXPI017454.20","CCIS62605362ST.3.0","19.0810159487906","20.1156917781517","20.3204647171934","20.3587231033751","20.3917456282536","20.783841251263","20.8941515491608"
"DRR127532","SZAXPI015244.32","CRC_MR_SBJ84H_17","CRC_MR_SBJ77H_17","MMRS61683006ST.27.0.0","MMRS88581325ST.27.0.0","DRR127707","CCIS88317640ST.4.0","29.216333219297","30.3369316803199","32.6676281371375","33.3657248518161","34.0586021539361","34.1014128068047","34.141469602624","DRR127536","SZAXPI015210.17","CCIS98512455ST.4.0","SZAXPI017454.20","MMRS15137911ST.27.0.0","CCMD88272491ST.21.0","MMRS93508324ST.27.0.0","25.9382629497871","28.7917064475727","29.5903337089429","30.0706926701481","30.2043962994147","31.9582235510658","32.9572320254114"
"DRR127535","MMRS64281551ST.27.0.0","MMRS54246132ST.27.0.0","CCMD31134579ST.11.0","SZAXPI015263.84","LILT_VF43_16","MMRS88581325ST.27.0.0","SZAXPI015244.32","21.0895419205966","21.1756008774367","21.2361644527984","24.613515705817","37.2884180970714","37.52948075557","39.715549545965","SZAXPI015226.14","CCIS40244499ST.3.0","SID31868","MMRS44587603ST.27.0.0","SZAXPI015210.17","DRR127708","MMRS93508324ST.27.0.0","23.0594804109503","25.2602943990346","28.3213169010571","32.4223730979705","33.7843240718236","34.0468486873132","36.3671742119291"
"DRR127649","CCMD18579000ST.11.0","MMRS88581325ST.27.0.0","SID31700","LILT_VF262_T016","CCMD22852639ST.11.0","CCMD41521570ST.11.0","CCMD73128545ST.11.0","14.1156088304047","17.4725996000395","18.5606784372151","19.8359773407917","20.0187800218795","20.1004464500642","20.3585576123212","CRC_MR_SBJ32C_17","MMRS25641480ST.27.0.0","CCIS48725289ST.4.0","DRR127708","CCMD86707194ST.21.0","MMRS93508324ST.27.0.0","CCIS71301801ST.4.0","16.0715801038199","18.3499657739517","20.2437601484457","21.4928430212292","21.6111132313146","21.8257872986108","22.2879109575169"
"DRR127672","CRC_MR_SBJ77H_17","SZAXPI003433.7","DRR162776","MMRS61683006ST.27.0.0","MMRS88581325ST.27.0.0","CCIS45571137ST.3.0","CRC_MR_SBJ84H_17","27.8538685444015","33.0615885424158","33.5296569718048","34.3869377985479","35.5679571570255","36.3848348082055","36.6468405755817","CCMD88272491ST.21.0","SID531766","CCIS72607085ST.4.0","SZAXPI017454.20","CRC_MR_SBJ32C_17","LILT_VF270_T017","CCIS98512455ST.4.0","28.9878929530796","30.5757923081185","34.1290079589548","34.275986492266","34.5083966596914","35.2268034701731","36.2074579504016"
"DRR127707","MMRS61683006ST.27.0.0","SZAXPI003433.7","DRR127724","CRC_MR_SBJ84H_17","SZAXPI015244.32","DRR127649","MMRS88581325ST.27.0.0","24.6776739581185","24.7116420144069","25.003603727311","27.4068530074086","30.8036130140232","30.8351414873015","31.1903683335385","MMRS93508324ST.27.0.0","DRR127536","SZAXPI017582.94","MMRS62376181ST.27.0.0","SZAXPI017454.20","CCIS48725289ST.4.0","CCIS98512455ST.4.0","24.4332252658117","25.3980833580686","26.9372886901317","28.402414725956","28.4876040571509","29.0252916282352","29.3475578385988"
"DRR127724","DRR127707","MMRS61683006ST.27.0.0","SZAXPI003433.7","CRC_MR_SBJ84H_17","SZAXPI015244.32","CCIS45571137ST.3.0","DRR127649","25.003603727311","31.634463842689","31.9798821368622","34.9417801972238","35.0703511294697","36.1002723855402","36.2033499210736","SZAXPI017582.94","MMRS93508324ST.27.0.0","DRR127536","MMRS62376181ST.27.0.0","SZAXPI017454.20","CCIS76845094ST.20.0","CCIS98512455ST.4.0","30.2699157339676","31.5565900734712","32.1325770609424","33.6443076003921","34.1739421729276","34.3177884354616","34.7047689309654"
