"Species";"Pvalue";"Ctlmean";"Ctlmedian";"CRCmean";"CRCmedian";"SamplingCountForEachGroup";"pvalue";"adj.fdr.p";"Enrichment"
"Parvimonas_unclassified";3,83261393175592e-11;0,0286711;"0";0,2033952;"0.00519";"518";3,83261393175592e-11;1,31935915721231e-08;"CRC"
"Parvimonas_micra";5,1496331486097e-11;0,0038653;"0";0,0480494;"8.5e-05";"515";5,1496331486097e-11;1,31935915721231e-08;"CRC"
"Peptostreptococcus_stomatis";7,18344368718137e-11;0,0311293;"0";0,2063133;"0";"531";7,18344368718137e-11;1,31935915721231e-08;"CRC"
"Gemella_morbillorum";2,52849594253687e-10;0,0062515;"0";0,067441;"0";"356";2,52849594253687e-10;3,48300316084454e-08;"CRC"
"Fusobacterium_nucleatum";9,07620957691682e-09;0,0019154;"0";0,0443362;"0";"348";9,07620957691682e-09;1,00019829537623e-06;"CRC"
"Clostridium_symbiosum";3,54769536465731e-08;0,0296677;"0";0,1371746;"0.00967";"228";3,54769536465731e-08;3,25796690987696e-06;"CRC"
"Clostridium_hathewayi";1,3672547360559e-06;0,0203359;"0.001275";0,2336496;"0.02034";"208";1,3672547360559e-06;0,000107622479938114;"CRC"
"Porphyromonas_uenonis";6,06842348900338e-05;0;"0";0,2311283;"0";"539";6,06842348900338e-05;0,00417962667805108;"CRC"
"Porphyromonas_asaccharolytica";9,11119849106673e-05;0,0148592;"0";0,414945;"0";"534";9,11119849106673e-05;0,00557807818730863;"CRC"
"Clostridium_bolteae";0,000152586632573245;0,2621482;"0.00538";0,643896;"0.047945";"201";0,000152586632573245;0,0084075234547858;"CRC"
"Ruminococcus_torques";0,000219345931082012;1,3144241;"0.93834";2,5902123;"1.5093";"615";0,000219345931082012;0,0109872370932899;"CRC"
"Eikenella_corrodens";0,000372582349987217;0;"0";0,0243326;"0";"286";0,000372582349987217;0,0171077395702464;"CRC"
"Anaerococcus_vaginalis";0,00067795147079748;0;"0";0,0048618;"0";"65";0,00067795147079748;0,0287347123391855;"CRC"
"Clostridium_clostridioforme";0,000736097513198154;0,0378243;"0";0,3068309;"0";"205";0,000736097513198154;0,0289706949837273;"CRC"
"Prevotella_intermedia";0,000882686095643227;0,0012508;"0";0,0816525;"0";"551";0,000882686095643227;0,0324240025799612;"CRC"
"Clostridiales_bacterium_1_7_47FAA";0,00102694602835889;0,0094112;"0";0,0184497;"0.00348";"196";0,00102694602835889;0,0353654538516093;"CRC"
"Anaerotruncus_colihominis";0,00117759433148644;0,013883;"0";0,0436588;"0.00429";"72";0,00117759433148644;0,0381679103911193;"CRC"
"Granulicatella_adiacens";0,00136259318245409;0,0024639;"0";0,0101523;"0";"360";0,00136259318245409;0,0396027314768489;"CRC"
"Solobacterium_moorei";0,00136561143023617;0,0093066;"0";0,0576697;"0.001535";"638";0,00136561143023617;0,0396027314768489;"CRC"
"Campylobacter_ureolyticus";0,00164547650248374;4,49e-05;"0";0,0020183;"0";"173";0,00164547650248374;0,045332877643427;"CRC"
"Gordonibacter_pamelaeae";0,00182846127782305;0,0494503;"0.00967";0,014056;"0.000655";"359";0,00182846127782305;0,0479753411466905;"Ctl"
"Actinomyces_cardiffensis";0,00223032869779287;0;"0";0,0046376;"0";"20";0,00223032869779287;0,0534309179340814;"Nodiff"
"Anaerococcus_obesiensis";0,00223032869779287;0;"0";0,0035029;"0";"62";0,00223032869779287;0,0534309179340814;"Nodiff"
"Streptococcus_salivarius";0,00247819347212476;0,6507272;"0.10247";0,3840091;"0.04378";"676";0,00247819347212476;0,0568951917975309;"Nodiff"
"Eubacterium_eligens";0,0032540677932187;1,7828722;"0.67724";1,0498571;"0.12791";"326";0,0032540677932187;0,0717196541625402;"Nodiff"
"Faecalibacterium_prausnitzii";0,00433554547208143;8,4249189;"6.21699";5,6515897;"4.10784";"340";0,00433554547208143;0,0918802136583411;"Nodiff"
"Porphyromonas_somerae";0,00494149476730503;5,44e-05;"0";0,1465938;"0";"538";0,00494149476730503;0,0994926648499901;"Nodiff"
"Peptostreptococcus_anaerobius";0,00505588859491783;0,0001915;"0";0,0240722;"0";"530";0,00505588859491783;0,0994926648499901;"Nodiff"
"Eubacterium_rectale";0,00550203973592871;6,4215929;"3.722495";3,9973776;"0.961365";"331";0,00550203973592871;0,104538754982645;"Nodiff"
"Clostridium_citroniae";0,00584182154330395;0,0084753;"0.000775";0,0202584;"0.005355";"204";0,00584182154330395;0,107294789012016;"Nodiff"
"Lachnospiraceae_bacterium_5_1_63FAA";0,00700794142689324;0,254472;"0.04996";0,1243338;"0.02017";"397";0,00700794142689324;0,114032223076048;"Nodiff"
"Bacteroides_fragilis";0,00720313147726223;0,5337376;"0.010185";1,3053955;"0.076405";"96";0,00720313147726223;0,114032223076048;"Nodiff"
"Morganella_morganii";0,00731466186067181;0;"0";0,3183711;"0";"482";0,00731466186067181;0,114032223076048;"Nodiff"
"Roseburia_intestinalis";0,00736629740383572;1,3934772;"0.270625";0,8725675;"0.030995";"596";0,00736629740383572;0,114032223076048;"Nodiff"
"Coprobacillus_unclassified";0,00745892832705777;0,0818066;"0";0,0996398;"0.00924";"238";0,00745892832705777;0,114032223076048;"Nodiff"
"Acidaminococcus_unclassified";0,00751090103505162;0,1637411;"0";0,7235647;"0";"9";0,00751090103505162;0,114032223076048;"Nodiff"
"Lachnospiraceae_bacterium_8_1_57FAA";0,00765733621381808;0,0683846;"0";0,0072052;"0";"400";0,00765733621381808;0,114032223076048;"Nodiff"
"Bacteroides_eggerthii";0,00814945343696809;0,5918043;"0";1,2950307;"0.000755";"92";0,00814945343696809;0,118167074836037;"Nodiff"
"Klebsiella_unclassified";0,00905023434189661;0,0641021;"0";0,0724193;"0";"386";0,00905023434189661;0,127863567240642;"Nodiff"
"Streptococcus_anginosus";0,00981225213569875;0,0251564;"0";0,0296808;"3e-05";"654";0,00981225213569875;0,13516377316925;"Nodiff"
"Fusobacterium_mortiferum";0,0103326510950547;0,0331129;"0";0,2235838;"0";"346";0,0103326510950547;0,13886075008232;"Nodiff"
"Lachnospiraceae_bacterium_5_1_57FAA";0,0107598659717208;0,0080197;"0";0,0233088;"0";"396";0,0107598659717208;0,141159194057575;"Nodiff"
"Anaerostipes_hadrus";0,0126080942237205;0,1378418;"0.04568";0,0976667;"0.015985";"69";0,0126080942237205;0,161559532959767;"Nodiff"
"Leuconostoc_pseudomesenteroides";0,0132734319123787;0,0007918;"0";0;"0";"459";0,0132734319123787;0,162525799638237;"Nodiff"
"Synergistes_sp_3_1_syn1";0,0132734319123787;0;"0";0,0348042;"0";"691";0,0132734319123787;0,162525799638237;"Nodiff"
"Clostridium_asparagiforme";0,0144731640019175;0,0272667;"0.000305";0,0370864;"0.01";"198";0,0144731640019175;0,173363334022968;"Nodiff"
"Leptotrichia_unclassified";0,0155623772866024;5,51e-05;"0";0,0012279;"0";"450";0,0155623772866024;0,17679891982116;"Nodiff"
"Olsenella_uli";0,0155623772866024;6,7e-06;"0";0,0006106;"0";"493";0,0155623772866024;0,17679891982116;"Nodiff"
"Clostridium_sp_KLE_1755";0,0166516845688248;0,0478188;"0";0,054639;"0";"224";0,0166516845688248;0,17679891982116;"Nodiff"
"Atopobium_minutum";0,0167993241301099;7,1e-06;"0";0,0049672;"0";"77";0,0167993241301099;0,17679891982116;"Nodiff"
"Fusobacterium_ulcerans";0,0167993241301099;4,22e-05;"0";0,0023468;"0";"351";0,0167993241301099;0,17679891982116;"Nodiff"
"Eubacterium_ventriosum";0,0169904869281544;0,4487636;"0.052625";0,1937229;"0.010415";"335";0,0169904869281544;0,17679891982116;"Nodiff"
"Eubacterium_limosum";0,0170060666978611;0,0033628;"0";0,0092217;"0";"329";0,0170060666978611;0,17679891982116;"Nodiff"
