"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33"
"CCIS00281083ST.3.0","MMRS54246132ST.27.0.0","DRR127613","CCMD50300306ST.11.0","CCMD53522274ST.11.0","CRC_MR_SBJ46H_17","MMRS57569834ST.27.0.0","CRC_MR_SBJ84H_17","MMRS11932626ST.27.0.0","24.9620926910806","36.8498998751964","37.71543108655","41.270478070209","41.8336818466568","48.9327844036674","60.5852465555369","61.4555470459063","SID531361","CCMD48236717ST.21.0","CRC_MR_SBJ49C_17","CCIS40244499ST.3.0","SZAXPI015226.14","DRR127594","MMRS54316675ST.27.0.0","MMRS81671217ST.27.0.0","13.6229543945981","20.0137338325611","31.8871844891925","38.6955888898476","38.7055875945786","41.4419059035899","44.6157112359985","44.886194727642"
"CCIS16561622ST.4.0","MMRS11932626ST.27.0.0","MMRS17963147ST.27.0.0","CCMD18579000ST.11.0","SZAXPI015268.109","LILT_VF84_16","LILT_VF265_T016","MMRS95277876ST.27.0.0","SZAXPI015258.57","21.4046402488409","21.8396700254056","23.1098681876661","23.7827780194997","23.8910332769305","25.4903927546399","25.6516702639399","26.3060710648493","CCIS41548810ST.4.0","CCMD82866709ST.21.0","MMRS14602194ST.27.0.0","SID31874","SZAXPI017466.84","SID31878","SID31285","CCIS50148151ST.4.0","19.1124752394451","21.9476888510704","22.0910584299712","24.19876741529","24.7691417666055","24.9643990267321","25.0918605468247","25.2458139160654"
"CCIS29688262ST.20.0","CRC_MR_SBJ84H_17","CRC_MR_SBJ78H_17","SID530163","CRC_MR_SBJ82H_17","DRR127777","CCIS36797902ST.4.0","CCIS63910149ST.4.0","MMRS11932626ST.27.0.0","29.9233749658557","31.006180589626","32.7448516087858","33.1324851219238","33.3265946071527","33.7082964203518","34.0667416726916","34.5036772996879","SID531155","DRR162777","SID530890","CCIS50148151ST.4.0","SID531416","MMRS93508324ST.27.0.0","SZAXPI003422.11","CCIS76845094ST.20.0","30.3755378385437","30.6978173084961","32.7773292669781","33.2823430831259","33.6477352128995","33.6808161358361","33.8564686214717","34.3944423340458"
"CCIS36797902ST.4.0","MMRS11932626ST.27.0.0","DRR127777","CRC_MR_SBJ84H_17","CCMD18579000ST.11.0","CCMD59540613ST.11.0","MMRS25211151ST.27.0.0","MMRS67096717ST.27.0.0","SZAXPI015268.109","24.9005958636957","25.7022504489899","26.3291735154657","26.3668479661203","26.4011519707682","26.7216511436083","26.9781758566994","27.2071546755445","CCMD82866709ST.21.0","SID31878","CRC_MR_SBJ07C_17","LILT_VF120_16","CCMD46222674ST.21.0","MMRS93508324ST.27.0.0","SID531416","CRC_MR_SBJ27C_17","21.9540996719018","22.7602194618923","23.1282221481397","23.6937633734048","24.7108349457986","24.8988749943065","25.2156866993247","25.21730142659"
"CCIS63910149ST.4.0","CCIS94603952ST.4.0","SZAXPI015262.79","CCMD18579000ST.11.0","CCIS95097901ST.4.0","SID31766","CRC_MR_SBJ79H_17","SID31750","CRC_MR_SBJ78H_17","15.2211720532619","21.0177337884178","21.8707536345207","22.329197946337","22.5775139515824","23.0124587051275","23.7428248494529","24.0383296611183","SID530890","CRC_MR_SBJ25C_17","SID31285","SID531155","CCIS76845094ST.20.0","MMRS96422329ST.27.0.0","DRR127485","SID531416","16.45342445748","19.431307665237","19.535301072584","20.1062164234473","20.7312508484872","21.5825245233962","22.2218226603917","22.5412162647116"
"CCIS82507866ST.3.0","CCMD32965613ST.11.0","CCMD18579000ST.11.0","SZAXPI015268.109","CCMD59540613ST.11.0","CCMD85661207ST.11.0","MMRS95277876ST.27.0.0","MMRS11932626ST.27.0.0","LILT_VF265_T016","20.0546536827765","32.1655143311124","32.323097162195","32.392057178418","32.8321189945639","33.1881781836455","33.565887216786","33.9929843387559","MMRS77487595ST.27.0.0","SID31188","MMRS14602194ST.27.0.0","SID31874","CCIS41548810ST.4.0","CCMD46222674ST.21.0","SID531382","MMRS96422329ST.27.0.0","14.6404676820756","22.0368687695984","31.1746788154024","31.3695195841186","31.5922250229056","32.3478898556707","32.3843619438966","32.734522868429"
"CCIS94603952ST.4.0","CCIS63910149ST.4.0","CCMD18579000ST.11.0","MMPU99077057ST","CCMD85661207ST.11.0","SID31333","SZAXPI015258.57","CCMD93755960ST.11.0","MMPU72854103ST","15.2211720532619","20.5724827503026","21.3572475980169","22.5543273603781","22.7803197988593","23.3920433285701","23.5393428343507","23.7096503659354","SID530890","DRR127485","CCIS76845094ST.20.0","SID531277","SID531155","CCMD82866709ST.21.0","SID531416","MMRS86958796ST.27.0.0","18.9362392032684","20.1706273634139","21.9945768228602","22.2467411396861","22.4103714506141","22.4507694087664","22.6312528435546","22.8255446219099"
"CCIS95097901ST.4.0","CCIS63910149ST.4.0","SZAXPI015262.79","SZAXPI015250.39","SZAXPI015265.88","SID530177","CCIS94603952ST.4.0","CRC_MR_SBJ79H_17","SID31766","22.329197946337","23.3803180812473","25.734990352726","26.9298991301601","27.1738350362476","27.5674355340989","28.3219634814026","28.6171784743849","SID530890","CRC_MR_SBJ25C_17","SZAXPI003412.1","CCIS76845094ST.20.0","DRR127485","SID531416","MMRS96422329ST.27.0.0","SID31285","21.9403610762882","22.3484311205149","23.3425535344615","23.6970559773066","26.245651799321","26.8967968044041","26.9025135093675","26.9906405421176"
"CCMD10032470ST.11.0","CCMD93755960ST.11.0","CCMD51154251ST.11.0","SZAXPI015230.16","CCMD85661207ST.11.0","CCMD74592084ST.11.0","MMPU72854103ST","MMPU99077057ST","DRR127488","13.2287816702862","17.6523895824475","18.4041162745159","19.4522769832454","20.6290539774489","20.6344351131428","21.4988412443787","24.0925603571331","CCMD59583015ST.11.0","SID531277","MMRS86958796ST.27.0.0","MMRS25641480ST.27.0.0","CCMD95431029ST.11.0","DRR127485","MMRS14602194ST.27.0.0","MMRS14379078ST.27.0.0","19.2912914826172","20.1104619289762","20.7462088551957","21.5421625778588","23.0956319420816","24.148212005867","24.4380267573673","24.8299959893593"
"CCMD15562448ST.11.0","CCMD85481373ST.11.0","LILT_GF06_16","SZAXPI015274.111","MMRS11932626ST.27.0.0","CCMD85661207ST.11.0","CCMD18579000ST.11.0","CRC_MR_SBJ84H_17","CCMD59540613ST.11.0","14.6440511298001","31.1944059653281","31.2545256554503","32.1606448451597","32.3361696679384","32.6131585735191","32.9658594579802","33.0927960812591","SID31876","MMRS14602194ST.27.0.0","MMRS41266697ST.27.0.0","DRR127485","DRR127718","MMRS86958796ST.27.0.0","SID531277","LILT_VF120_16","21.8026410737828","30.8582996724965","31.0692809891748","32.5443929600431","32.5602368866936","32.5955247361965","32.6335065216688","32.7925068907685"
