"AUC","Study","RepeatTimes","Fold","FeatureCount"
0.809090909090909,"VogtmannE_2016",7,1,40
0.809090909090909,"VogtmannE_2016",6,5,40
0.84297520661157,"VogtmannE_2016",6,4,40
0.867768595041322,"VogtmannE_2016",6,3,40
0.718181818181818,"VogtmannE_2016",6,2,40
0.890909090909091,"VogtmannE_2016",6,1,40
0.718181818181818,"VogtmannE_2016",5,5,40
0.736363636363636,"VogtmannE_2016",5,4,40
0.78,"VogtmannE_2016",5,3,40
0.9,"VogtmannE_2016",5,2,40
0.84,"VogtmannE_2016",5,1,40
0.859504132231405,"VogtmannE_2016",4,5,40
0.618181818181818,"VogtmannE_2016",4,4,40
1,"VogtmannE_2016",4,3,40
0.59,"VogtmannE_2016",4,2,40
0.851239669421488,"VogtmannE_2016",4,1,40
0.686363636363636,"VogtmannE_2016",3,5,40
0.644628099173554,"VogtmannE_2016",3,4,40
0.745,"VogtmannE_2016",3,3,40
0.54,"VogtmannE_2016",3,2,40
0.88,"VogtmannE_2016",3,1,40
0.709090909090909,"VogtmannE_2016",2,5,40
0.745454545454545,"VogtmannE_2016",2,4,40
0.854545454545454,"VogtmannE_2016",2,3,40
0.855,"VogtmannE_2016",2,2,40
0.818181818181818,"VogtmannE_2016",2,1,40
0.705,"VogtmannE_2016",1,5,40
0.709090909090909,"VogtmannE_2016",1,4,40
0.81,"VogtmannE_2016",1,3,40
0.781818181818182,"VogtmannE_2016",1,2,40
0.759090909090909,"VogtmannE_2016",1,1,40
0.845238095238095,"ThomasAM_2018b",10,5,40
0.814285714285714,"ThomasAM_2018b",10,4,40
0.971428571428571,"ThomasAM_2018b",10,3,40
0.885714285714286,"ThomasAM_2018b",10,2,40
0.866666666666667,"ThomasAM_2018b",10,1,40
0.833333333333333,"ThomasAM_2018b",9,5,40
0.964285714285714,"ThomasAM_2018b",9,4,40
0.866666666666667,"ThomasAM_2018b",9,3,40
0.972222222222222,"ThomasAM_2018b",9,2,40
0.944444444444445,"ThomasAM_2018b",9,1,40
0.771428571428571,"ThomasAM_2018b",8,5,40
0.944444444444445,"ThomasAM_2018b",8,4,40
0.892857142857143,"ThomasAM_2018b",8,3,40
0.972222222222222,"ThomasAM_2018b",8,2,40
0.888888888888889,"ThomasAM_2018b",8,1,40
0.833333333333333,"ThomasAM_2018b",7,5,40
0.916666666666667,"ThomasAM_2018b",7,4,40
0.976190476190476,"ThomasAM_2018b",7,3,40
0.914285714285714,"ThomasAM_2018b",7,2,40
1,"ThomasAM_2018b",7,1,40
0.892857142857143,"ThomasAM_2018b",6,5,40
0.976190476190476,"ThomasAM_2018b",6,4,40
1,"ThomasAM_2018b",6,3,40
1,"ThomasAM_2018b",6,2,40
0.914285714285714,"ThomasAM_2018b",6,1,40
0.944444444444445,"ThomasAM_2018b",5,5,40
0.904761904761905,"ThomasAM_2018b",5,4,40
1,"ThomasAM_2018b",5,3,40
1,"ThomasAM_2018b",5,2,40
0.928571428571429,"ThomasAM_2018b",5,1,40
0.971428571428571,"ThomasAM_2018b",4,5,40
0.944444444444445,"ThomasAM_2018b",4,4,40
0.942857142857143,"ThomasAM_2018b",4,3,40
0.933333333333333,"ThomasAM_2018b",4,2,40
1,"ThomasAM_2018b",4,1,40
0.966666666666667,"ThomasAM_2018b",3,5,40
0.976190476190476,"ThomasAM_2018b",3,4,40
0.972222222222222,"ThomasAM_2018b",3,3,40
0.933333333333333,"ThomasAM_2018b",3,2,40
0.976190476190476,"ThomasAM_2018b",3,1,40
1,"ThomasAM_2018b",2,5,40
0.952380952380952,"ThomasAM_2018b",2,4,40
1,"ThomasAM_2018b",2,3,40
0.902777777777778,"ThomasAM_2018b",2,2,40
0.833333333333333,"ThomasAM_2018b",2,1,40
0.888888888888889,"ThomasAM_2018b",1,5,40
1,"ThomasAM_2018b",1,4,40
0.805555555555556,"ThomasAM_2018b",1,3,40
0.928571428571429,"ThomasAM_2018b",1,2,40
0.976190476190476,"ThomasAM_2018b",1,1,40
0.625,"ThomasAM_2018a",10,5,40
0.966666666666667,"ThomasAM_2018a",10,4,40
0.75,"ThomasAM_2018a",10,3,40
0.7,"ThomasAM_2018a",10,2,40
0.9,"ThomasAM_2018a",10,1,40
0.966666666666667,"ThomasAM_2018a",9,5,40
0.833333333333333,"ThomasAM_2018a",9,4,40
0.783333333333333,"ThomasAM_2018a",9,3,40
0.6,"ThomasAM_2018a",9,2,40
0.84,"ThomasAM_2018a",9,1,40
0.833333333333333,"ThomasAM_2018a",8,5,40
1,"ThomasAM_2018a",8,4,40
0.683333333333333,"ThomasAM_2018a",8,3,40
0.875,"ThomasAM_2018a",8,2,40
0.7,"ThomasAM_2018a",8,1,40
0.7,"ThomasAM_2018a",7,5,40
0.52,"ThomasAM_2018a",7,4,40
0.733333333333333,"ThomasAM_2018a",7,3,40
1,"ThomasAM_2018a",7,2,40
0.708333333333333,"ThomasAM_2018a",7,1,40
0.8,"ThomasAM_2018a",6,5,40
0.733333333333333,"ThomasAM_2018a",6,4,40
1,"ThomasAM_2018a",6,3,40
0.9,"ThomasAM_2018a",6,2,40
0.833333333333333,"ThomasAM_2018a",6,1,40
0.666666666666667,"ThomasAM_2018a",5,5,40
0.866666666666667,"ThomasAM_2018a",5,4,40
0.76,"ThomasAM_2018a",5,3,40
0.366666666666667,"ThomasAM_2018a",5,2,40
0.7,"ThomasAM_2018a",5,1,40
0.75,"ThomasAM_2018a",4,5,40
0.933333333333333,"ThomasAM_2018a",4,4,40
0.883333333333333,"ThomasAM_2018a",4,3,40
0.633333333333333,"ThomasAM_2018a",4,2,40
1,"ThomasAM_2018a",4,1,40
0.5,"ThomasAM_2018a",3,5,40
0.766666666666667,"ThomasAM_2018a",3,4,40
0.6,"ThomasAM_2018a",3,3,40
0.716666666666667,"ThomasAM_2018a",3,2,40
0.966666666666667,"ThomasAM_2018a",3,1,40
0.666666666666667,"ThomasAM_2018a",2,5,40
0.75,"ThomasAM_2018a",2,4,40
0.72,"ThomasAM_2018a",2,3,40
0.88,"ThomasAM_2018a",2,2,40
1,"ThomasAM_2018a",2,1,40
0.866666666666667,"ThomasAM_2018a",1,5,40
0.9,"ThomasAM_2018a",1,4,40
0.466666666666667,"ThomasAM_2018a",1,3,40
0.766666666666667,"ThomasAM_2018a",1,2,40
0.8,"ThomasAM_2018a",1,1,40
0.962962962962963,"FengQ_2015",10,5,40
1,"FengQ_2015",10,4,40
0.975,"FengQ_2015",10,3,40
0.851851851851852,"FengQ_2015",10,2,40
0.953703703703704,"FengQ_2015",10,1,40
0.981481481481482,"FengQ_2015",9,5,40
0.972222222222222,"FengQ_2015",9,4,40
1,"FengQ_2015",9,3,40
0.958333333333333,"FengQ_2015",9,2,40
1,"FengQ_2015",9,1,40
0.983333333333333,"FengQ_2015",8,5,40
0.828703703703703,"FengQ_2015",8,4,40
0.962962962962963,"FengQ_2015",8,3,40
0.87962962962963,"FengQ_2015",8,2,40
0.935185185185185,"FengQ_2015",8,1,40
0.935185185185185,"FengQ_2015",7,5,40
0.990740740740741,"FengQ_2015",7,4,40
0.975,"FengQ_2015",7,3,40
0.944444444444445,"FengQ_2015",7,2,40
0.953703703703704,"FengQ_2015",7,1,40
0.87037037037037,"FengQ_2015",6,5,40
0.953703703703704,"FengQ_2015",6,4,40
0.972222222222222,"FengQ_2015",6,3,40
0.958333333333333,"FengQ_2015",6,2,40
0.944444444444445,"FengQ_2015",6,1,40
0.969230769230769,"FengQ_2015",5,5,40
0.837962962962963,"FengQ_2015",5,4,40
0.9,"FengQ_2015",5,3,40
0.944444444444444,"FengQ_2015",5,2,40
0.990740740740741,"FengQ_2015",5,1,40
0.962962962962963,"FengQ_2015",4,5,40
0.944444444444445,"FengQ_2015",4,4,40
0.925925925925926,"FengQ_2015",4,3,40
0.916666666666667,"FengQ_2015",4,2,40
0.851851851851852,"FengQ_2015",4,1,40
1,"FengQ_2015",3,5,40
0.888888888888889,"FengQ_2015",3,4,40
1,"FengQ_2015",3,3,40
1,"FengQ_2015",3,2,40
0.949074074074074,"FengQ_2015",3,1,40
0.991666666666667,"FengQ_2015",2,5,40
0.916666666666667,"FengQ_2015",2,4,40
0.925925925925926,"FengQ_2015",2,3,40
0.972222222222222,"FengQ_2015",2,2,40
0.974358974358974,"FengQ_2015",2,1,40
0.944444444444445,"FengQ_2015",1,5,40
0.95,"FengQ_2015",1,4,40
0.953703703703704,"FengQ_2015",1,3,40
0.972222222222222,"FengQ_2015",1,2,40
0.914529914529915,"FengQ_2015",1,1,40
1,"PRJEB27928",10,5,30
1,"PRJEB27928",10,4,30
0.961538461538462,"PRJEB27928",10,3,30
0.987179487179487,"PRJEB27928",10,2,30
0.987179487179487,"PRJEB27928",10,1,30
0.942307692307692,"PRJEB27928",9,5,30
0.961538461538462,"PRJEB27928",9,4,30
0.955128205128205,"PRJEB27928",9,3,30
0.951923076923077,"PRJEB27928",9,2,30
0.980769230769231,"PRJEB27928",9,1,30
1,"PRJEB27928",8,5,30
0.967948717948718,"PRJEB27928",8,4,30
0.980769230769231,"PRJEB27928",8,3,30
0.955128205128205,"PRJEB27928",8,2,30
1,"PRJEB27928",8,1,30
0.967948717948718,"PRJEB27928",7,5,30
0.967948717948718,"PRJEB27928",7,4,30
0.967948717948718,"PRJEB27928",7,3,30
0.974358974358974,"PRJEB27928",7,2,30
0.967948717948718,"PRJEB27928",7,1,30
0.993589743589744,"PRJEB27928",6,5,30
0.980769230769231,"PRJEB27928",6,4,30
0.993589743589744,"PRJEB27928",6,3,30
0.961538461538461,"PRJEB27928",6,2,30
0.987179487179487,"PRJEB27928",6,1,30
0.980769230769231,"PRJEB27928",5,5,30
0.961538461538462,"PRJEB27928",5,4,30
0.996794871794872,"PRJEB27928",5,3,30
0.955128205128205,"PRJEB27928",5,2,30
0.91025641025641,"PRJEB27928",5,1,30
0.980769230769231,"PRJEB27928",4,5,30
0.955128205128205,"PRJEB27928",4,4,30
0.974358974358974,"PRJEB27928",4,3,30
0.974358974358974,"PRJEB27928",4,2,30
0.967948717948718,"PRJEB27928",4,1,30
0.923076923076923,"PRJEB27928",3,5,30
0.942307692307692,"PRJEB27928",3,4,30
0.987179487179487,"PRJEB27928",3,3,30
0.961538461538462,"PRJEB27928",3,2,30
0.967948717948718,"PRJEB27928",3,1,30
0.987179487179487,"PRJEB27928",2,5,30
0.884615384615385,"PRJEB27928",2,4,30
0.974358974358974,"PRJEB27928",2,3,30
0.942307692307692,"PRJEB27928",2,2,30
0.974358974358974,"PRJEB27928",2,1,30
0.955128205128205,"PRJEB27928",1,5,30
0.974358974358974,"PRJEB27928",1,4,30
1,"PRJEB27928",1,3,30
0.948717948717949,"PRJEB27928",1,2,30
0.961538461538461,"PRJEB27928",1,1,30
0.625,"PRJDB4176",10,5,30
0.953125,"PRJDB4176",10,4,30
0.828125,"PRJDB4176",10,3,30
0.921875,"PRJDB4176",10,2,30
0.953125,"PRJDB4176",10,1,30
0.8046875,"PRJDB4176",9,5,30
0.8203125,"PRJDB4176",9,4,30
1,"PRJDB4176",9,3,30
0.75,"PRJDB4176",9,2,30
0.8828125,"PRJDB4176",9,1,30
0.765625,"PRJDB4176",8,5,30
0.828125,"PRJDB4176",8,4,30
1,"PRJDB4176",8,3,30
0.84375,"PRJDB4176",8,2,30
0.734375,"PRJDB4176",8,1,30
0.859375,"PRJDB4176",7,5,30
0.75,"PRJDB4176",7,4,30
0.6953125,"PRJDB4176",7,3,30
0.890625,"PRJDB4176",7,2,30
0.84375,"PRJDB4176",7,1,30
0.75,"PRJDB4176",6,5,30
0.953125,"PRJDB4176",6,4,30
0.8125,"PRJDB4176",6,3,30
0.8359375,"PRJDB4176",6,2,30
0.890625,"PRJDB4176",6,1,30
0.96875,"PRJDB4176",5,5,30
0.984375,"PRJDB4176",5,4,30
0.96875,"PRJDB4176",5,3,30
0.546875,"PRJDB4176",5,2,30
0.90625,"PRJDB4176",5,1,30
0.890625,"PRJDB4176",4,5,30
0.765625,"PRJDB4176",4,4,30
0.796875,"PRJDB4176",4,3,30
0.875,"PRJDB4176",4,2,30
0.90625,"PRJDB4176",4,1,30
0.78125,"PRJDB4176",3,5,30
0.921875,"PRJDB4176",3,4,30
0.828125,"PRJDB4176",3,3,30
0.921875,"PRJDB4176",3,2,30
0.84375,"PRJDB4176",3,1,30
0.921875,"PRJDB4176",2,5,30
0.953125,"PRJDB4176",2,4,30
0.921875,"PRJDB4176",2,3,30
1,"PRJDB4176",2,2,30
0.8515625,"PRJDB4176",2,1,30
0.859375,"PRJDB4176",1,5,30
0.96875,"PRJDB4176",1,4,30
0.84375,"PRJDB4176",1,3,30
0.890625,"PRJDB4176",1,2,30
0.921875,"PRJDB4176",1,1,30
0.892307692307692,"ZellerG_2014",10,5,30
0.852272727272727,"ZellerG_2014",10,4,30
0.85,"ZellerG_2014",10,3,30
0.962121212121212,"ZellerG_2014",10,2,30
0.884615384615385,"ZellerG_2014",10,1,30
0.866666666666667,"ZellerG_2014",9,5,30
0.775,"ZellerG_2014",9,4,30
0.840909090909091,"ZellerG_2014",9,3,30
0.8375,"ZellerG_2014",9,2,30
0.78030303030303,"ZellerG_2014",9,1,30
0.941666666666667,"ZellerG_2014",8,5,30
0.818181818181818,"ZellerG_2014",8,4,30
0.795454545454545,"ZellerG_2014",8,3,30
0.977272727272727,"ZellerG_2014",8,2,30
0.886363636363636,"ZellerG_2014",8,1,30
0.825757575757576,"ZellerG_2014",7,5,30
0.925,"ZellerG_2014",7,4,30
1,"ZellerG_2014",7,3,30
0.991666666666667,"ZellerG_2014",7,2,30
0.984848484848485,"ZellerG_2014",7,1,30
0.901515151515151,"ZellerG_2014",6,5,30
0.916666666666667,"ZellerG_2014",6,4,30
0.962121212121212,"ZellerG_2014",6,3,30
0.916666666666667,"ZellerG_2014",6,2,30
0.875,"ZellerG_2014",6,1,30
0.916666666666667,"ZellerG_2014",5,5,30
0.939393939393939,"ZellerG_2014",5,4,30
0.909090909090909,"ZellerG_2014",5,3,30
0.931818181818182,"ZellerG_2014",5,2,30
0.803030303030303,"ZellerG_2014",5,1,30
0.95,"ZellerG_2014",4,5,30
0.825757575757576,"ZellerG_2014",4,4,30
0.791666666666667,"ZellerG_2014",4,3,30
0.931818181818182,"ZellerG_2014",4,2,30
0.923076923076923,"ZellerG_2014",4,1,30
0.934615384615385,"ZellerG_2014",3,5,30
0.941666666666667,"ZellerG_2014",3,4,30
0.915384615384615,"ZellerG_2014",3,3,30
0.888111888111888,"ZellerG_2014",3,2,30
1,"ZellerG_2014",3,1,30
0.846153846153846,"ZellerG_2014",2,5,30
0.883333333333333,"ZellerG_2014",2,4,30
0.816666666666667,"ZellerG_2014",2,3,30
0.96969696969697,"ZellerG_2014",2,2,30
0.859848484848485,"ZellerG_2014",2,1,30
0.791666666666667,"ZellerG_2014",1,5,30
0.833333333333333,"ZellerG_2014",1,4,30
0.946969696969697,"ZellerG_2014",1,3,30
0.848484848484849,"ZellerG_2014",1,2,30
0.965909090909091,"ZellerG_2014",1,1,30
0.957575757575758,"YuJ_2015",10,5,30
0.893333333333333,"YuJ_2015",10,4,30
0.778787878787879,"YuJ_2015",10,3,30
0.886666666666667,"YuJ_2015",10,2,30
0.986666666666667,"YuJ_2015",10,1,30
0.748484848484848,"YuJ_2015",9,5,30
0.927272727272727,"YuJ_2015",9,4,30
0.866666666666667,"YuJ_2015",9,3,30
0.906666666666667,"YuJ_2015",9,2,30
0.813333333333333,"YuJ_2015",9,1,30
0.878787878787879,"YuJ_2015",8,5,30
0.803030303030303,"YuJ_2015",8,4,30
0.88,"YuJ_2015",8,3,30
0.823333333333333,"YuJ_2015",8,2,30
0.77,"YuJ_2015",8,1,30
0.939393939393939,"YuJ_2015",7,5,30
0.796666666666667,"YuJ_2015",7,4,30
0.878787878787879,"YuJ_2015",7,3,30
0.903030303030303,"YuJ_2015",7,2,30
0.945454545454545,"YuJ_2015",7,1,30
0.793333333333333,"YuJ_2015",6,5,30
0.86060606060606,"YuJ_2015",6,4,30
0.933333333333333,"YuJ_2015",6,3,30
0.913333333333333,"YuJ_2015",6,2,30
0.88,"YuJ_2015",6,1,30
0.86,"YuJ_2015",5,5,30
0.951515151515152,"YuJ_2015",5,4,30
0.853333333333333,"YuJ_2015",5,3,30
0.921212121212121,"YuJ_2015",5,2,30
0.921212121212121,"YuJ_2015",5,1,30
0.921212121212121,"YuJ_2015",4,5,30
0.866666666666667,"YuJ_2015",4,4,30
0.854545454545455,"YuJ_2015",4,3,30
0.872727272727273,"YuJ_2015",4,2,30
0.843333333333333,"YuJ_2015",4,1,30
0.893939393939394,"YuJ_2015",3,5,30
0.921212121212121,"YuJ_2015",3,4,30
0.921212121212121,"YuJ_2015",3,3,30
0.806060606060606,"YuJ_2015",3,2,30
0.94,"YuJ_2015",3,1,30
0.806060606060606,"YuJ_2015",2,5,30
0.887878787878788,"YuJ_2015",2,4,30
0.963636363636364,"YuJ_2015",2,3,30
0.915151515151515,"YuJ_2015",2,2,30
0.913333333333333,"YuJ_2015",2,1,30
0.733333333333333,"YuJ_2015",1,5,30
0.86060606060606,"YuJ_2015",1,4,30
0.846666666666667,"YuJ_2015",1,3,30
0.9,"YuJ_2015",1,2,30
0.915151515151515,"YuJ_2015",1,1,30
0.772727272727273,"VogtmannE_2016",10,5,30
0.822727272727273,"VogtmannE_2016",10,4,30
0.927272727272727,"VogtmannE_2016",10,3,30
0.727272727272727,"VogtmannE_2016",10,2,30
0.75,"VogtmannE_2016",10,1,30
0.705,"VogtmannE_2016",9,5,30
0.7,"VogtmannE_2016",9,4,30
0.79,"VogtmannE_2016",9,3,30
0.709090909090909,"VogtmannE_2016",9,2,30
0.809090909090909,"VogtmannE_2016",9,1,30
0.777272727272727,"VogtmannE_2016",8,5,30
0.845454545454545,"VogtmannE_2016",8,4,30
0.277272727272727,"VogtmannE_2016",8,3,30
0.768181818181818,"VogtmannE_2016",8,2,30
0.681818181818182,"VogtmannE_2016",8,1,30
0.822727272727273,"VogtmannE_2016",7,5,30
0.645454545454545,"VogtmannE_2016",7,4,30
0.754545454545455,"VogtmannE_2016",7,3,30
0.73,"VogtmannE_2016",7,2,30
0.740909090909091,"VogtmannE_2016",7,1,30
0.76,"VogtmannE_2016",6,5,30
0.89,"VogtmannE_2016",6,4,30
0.82,"VogtmannE_2016",6,3,30
0.91,"VogtmannE_2016",6,2,30
0.786363636363636,"VogtmannE_2016",6,1,30
0.763636363636364,"VogtmannE_2016",5,5,30
0.735537190082645,"VogtmannE_2016",5,4,30
0.690909090909091,"VogtmannE_2016",5,3,30
0.727272727272727,"VogtmannE_2016",5,2,30
0.71,"VogtmannE_2016",5,1,30
0.735,"VogtmannE_2016",4,5,30
0.836363636363636,"VogtmannE_2016",4,4,30
0.71,"VogtmannE_2016",4,3,30
0.627272727272727,"VogtmannE_2016",4,2,30
0.822727272727273,"VogtmannE_2016",4,1,30
0.8,"VogtmannE_2016",3,5,30
0.851239669421488,"VogtmannE_2016",3,4,30
0.81,"VogtmannE_2016",3,3,30
0.663636363636364,"VogtmannE_2016",3,2,30
0.763636363636364,"VogtmannE_2016",3,1,30
0.863636363636364,"VogtmannE_2016",2,5,30
0.75,"VogtmannE_2016",2,4,30
0.67,"VogtmannE_2016",2,3,30
0.49,"VogtmannE_2016",2,2,30
0.822314049586777,"VogtmannE_2016",2,1,30
0.74,"VogtmannE_2016",1,5,30
0.636363636363636,"VogtmannE_2016",1,4,30
0.727272727272727,"VogtmannE_2016",1,3,30
0.918181818181818,"VogtmannE_2016",1,2,30
0.645454545454545,"VogtmannE_2016",1,1,30
0.866666666666667,"ThomasAM_2018b",10,5,30
0.964285714285714,"ThomasAM_2018b",10,4,30
0.888888888888889,"ThomasAM_2018b",10,3,30
0.976190476190476,"ThomasAM_2018b",10,2,30
0.942857142857143,"ThomasAM_2018b",10,1,30
0.828571428571429,"ThomasAM_2018b",9,5,30
0.933333333333333,"ThomasAM_2018b",9,4,30
0.833333333333333,"ThomasAM_2018b",9,3,30
0.983333333333333,"ThomasAM_2018b",9,2,30
0.805555555555556,"ThomasAM_2018b",9,1,30
1,"ThomasAM_2018b",8,5,30
0.933333333333333,"ThomasAM_2018b",8,4,30
0.785714285714286,"ThomasAM_2018b",8,3,30
1,"ThomasAM_2018b",8,2,30
0.942857142857143,"ThomasAM_2018b",8,1,30
1,"ThomasAM_2018b",7,5,30
1,"ThomasAM_2018b",7,4,30
0.966666666666667,"ThomasAM_2018b",7,3,30
0.9,"ThomasAM_2018b",7,2,30
1,"ThomasAM_2018b",7,1,30
0.805555555555556,"ThomasAM_2018b",6,5,30
1,"ThomasAM_2018b",6,4,30
0.861111111111111,"ThomasAM_2018b",6,3,30
1,"ThomasAM_2018b",6,2,30
0.683333333333333,"ThomasAM_2018b",6,1,30
0.916666666666667,"ThomasAM_2018b",5,5,30
0.833333333333333,"ThomasAM_2018b",5,4,30
0.952380952380952,"ThomasAM_2018b",5,3,30
0.942857142857143,"ThomasAM_2018b",5,2,30
0.904761904761905,"ThomasAM_2018b",5,1,30
0.777777777777778,"ThomasAM_2018b",4,5,30
0.916666666666667,"ThomasAM_2018b",4,4,30
0.8,"ThomasAM_2018b",4,3,30
0.904761904761905,"ThomasAM_2018b",4,2,30
1,"ThomasAM_2018b",4,1,30
0.9,"ThomasAM_2018b",3,5,30
0.972222222222222,"ThomasAM_2018b",3,4,30
0.861111111111111,"ThomasAM_2018b",3,3,30
0.785714285714286,"ThomasAM_2018b",3,2,30
0.694444444444444,"ThomasAM_2018b",3,1,30
0.944444444444445,"ThomasAM_2018b",2,5,30
0.833333333333333,"ThomasAM_2018b",2,4,30
0.888888888888889,"ThomasAM_2018b",2,3,30
0.805555555555556,"ThomasAM_2018b",2,2,30
0.892857142857143,"ThomasAM_2018b",2,1,30
0.777777777777778,"ThomasAM_2018b",1,5,30
1,"ThomasAM_2018b",1,4,30
0.928571428571428,"ThomasAM_2018b",1,3,30
0.9,"ThomasAM_2018b",1,2,30
0.933333333333333,"ThomasAM_2018b",1,1,30
0.8,"ThomasAM_2018a",10,5,30
0.5,"ThomasAM_2018a",10,4,30
0.48,"ThomasAM_2018a",10,3,30
0.966666666666667,"ThomasAM_2018a",10,2,30
0.966666666666667,"ThomasAM_2018a",10,1,30
0.866666666666667,"ThomasAM_2018a",9,5,30
0.866666666666667,"ThomasAM_2018a",9,4,30
0.766666666666667,"ThomasAM_2018a",9,3,30
0.145833333333333,"ThomasAM_2018a",9,2,30
0.88,"ThomasAM_2018a",9,1,30
0.733333333333333,"ThomasAM_2018a",8,5,30
0.833333333333333,"ThomasAM_2018a",8,4,30
0.833333333333333,"ThomasAM_2018a",8,3,30
0.666666666666667,"ThomasAM_2018a",8,2,30
1,"ThomasAM_2018a",8,1,30
0.733333333333333,"ThomasAM_2018a",7,5,30
0.75,"ThomasAM_2018a",7,4,30
0.933333333333333,"ThomasAM_2018a",7,3,30
0.7,"ThomasAM_2018a",7,2,30
0.72,"ThomasAM_2018a",7,1,30
0.7,"ThomasAM_2018a",6,5,30
0.541666666666667,"ThomasAM_2018a",6,4,30
0.766666666666667,"ThomasAM_2018a",6,3,30
0.8,"ThomasAM_2018a",6,2,30
0.933333333333333,"ThomasAM_2018a",6,1,30
0.666666666666667,"ThomasAM_2018a",5,5,30
0.7,"ThomasAM_2018a",5,4,30
0.666666666666667,"ThomasAM_2018a",5,3,30
0.7,"ThomasAM_2018a",5,2,30
0.9,"ThomasAM_2018a",5,1,30
0.733333333333333,"ThomasAM_2018a",4,5,30
0.9,"ThomasAM_2018a",4,4,30
0.9,"ThomasAM_2018a",4,3,30
0.7,"ThomasAM_2018a",4,2,30
0.733333333333333,"ThomasAM_2018a",4,1,30
0.583333333333333,"ThomasAM_2018a",3,5,30
0.8,"ThomasAM_2018a",3,4,30
0.666666666666667,"ThomasAM_2018a",3,3,30
0.958333333333333,"ThomasAM_2018a",3,2,30
0.633333333333333,"ThomasAM_2018a",3,1,30
1,"ThomasAM_2018a",2,5,30
0.84,"ThomasAM_2018a",2,4,30
0.5,"ThomasAM_2018a",2,3,30
0.633333333333333,"ThomasAM_2018a",2,2,30
0.966666666666667,"ThomasAM_2018a",2,1,30
0.72,"ThomasAM_2018a",1,5,30
0.958333333333333,"ThomasAM_2018a",1,4,30
0.766666666666667,"ThomasAM_2018a",1,3,30
0.8,"ThomasAM_2018a",1,2,30
1,"ThomasAM_2018a",1,1,30
0.969230769230769,"FengQ_2015",10,5,30
0.990740740740741,"FengQ_2015",10,4,30
0.944444444444444,"FengQ_2015",10,3,30
0.948717948717949,"FengQ_2015",10,2,30
0.88034188034188,"FengQ_2015",10,1,30
0.908333333333333,"FengQ_2015",9,5,30
0.907407407407407,"FengQ_2015",9,4,30
0.888888888888889,"FengQ_2015",9,3,30
0.87962962962963,"FengQ_2015",9,2,30
0.972222222222222,"FengQ_2015",9,1,30
0.786324786324786,"FengQ_2015",8,5,30
0.842592592592592,"FengQ_2015",8,4,30
0.865740740740741,"FengQ_2015",8,3,30
0.958333333333333,"FengQ_2015",8,2,30
0.944444444444445,"FengQ_2015",8,1,30
0.981481481481482,"FengQ_2015",7,5,30
0.88034188034188,"FengQ_2015",7,4,30
0.841666666666667,"FengQ_2015",7,3,30
0.944444444444445,"FengQ_2015",7,2,30
0.972222222222222,"FengQ_2015",7,1,30
0.944444444444445,"FengQ_2015",6,5,30
0.891666666666667,"FengQ_2015",6,4,30
0.944444444444445,"FengQ_2015",6,3,30
0.908333333333333,"FengQ_2015",6,2,30
0.916666666666667,"FengQ_2015",6,1,30
0.962962962962963,"FengQ_2015",5,5,30
0.87037037037037,"FengQ_2015",5,4,30
0.958333333333333,"FengQ_2015",5,3,30
0.914529914529915,"FengQ_2015",5,2,30
0.925925925925926,"FengQ_2015",5,1,30
0.953703703703704,"FengQ_2015",4,5,30
0.912037037037037,"FengQ_2015",4,4,30
0.983333333333333,"FengQ_2015",4,3,30
0.938461538461538,"FengQ_2015",4,2,30
0.828703703703703,"FengQ_2015",4,1,30
0.944444444444445,"FengQ_2015",3,5,30
0.888461538461539,"FengQ_2015",3,4,30
0.916666666666667,"FengQ_2015",3,3,30
0.907407407407407,"FengQ_2015",3,2,30
0.983333333333333,"FengQ_2015",3,1,30
0.925925925925926,"FengQ_2015",2,5,30
0.953703703703704,"FengQ_2015",2,4,30
0.861111111111111,"FengQ_2015",2,3,30
0.944444444444445,"FengQ_2015",2,2,30
0.935185185185185,"FengQ_2015",2,1,30
0.916666666666667,"FengQ_2015",1,5,30
0.944444444444444,"FengQ_2015",1,4,30
0.942307692307692,"FengQ_2015",1,3,30
0.923076923076923,"FengQ_2015",1,2,30
0.965811965811966,"FengQ_2015",1,1,30
0.942307692307692,"PRJEB27928",10,5,20
0.916666666666667,"PRJEB27928",10,4,20
0.980769230769231,"PRJEB27928",10,3,20
0.967948717948718,"PRJEB27928",10,2,20
0.923076923076923,"PRJEB27928",10,1,20
0.955128205128205,"PRJEB27928",9,5,20
0.955128205128205,"PRJEB27928",9,4,20
1,"PRJEB27928",9,3,20
0.862179487179487,"PRJEB27928",9,2,20
0.948717948717949,"PRJEB27928",9,1,20
0.92948717948718,"PRJEB27928",8,5,20
0.92948717948718,"PRJEB27928",8,4,20
0.987179487179487,"PRJEB27928",8,3,20
0.923076923076923,"PRJEB27928",8,2,20
0.980769230769231,"PRJEB27928",8,1,20
0.897435897435897,"PRJEB27928",7,5,20
0.993589743589744,"PRJEB27928",7,4,20
1,"PRJEB27928",7,3,20
0.935897435897436,"PRJEB27928",7,2,20
0.974358974358974,"PRJEB27928",7,1,20
0.980769230769231,"PRJEB27928",6,5,20
0.980769230769231,"PRJEB27928",6,4,20
0.926282051282051,"PRJEB27928",6,3,20
0.987179487179487,"PRJEB27928",6,2,20
