"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy","Study","RepeatTimes","Fold","FeatureCount"
0.952380952380952,0.901408450704225,0.761840090063179,0.998795116551636,0.571428571428571,0.000131891190675807,1,1,0.888888888888889,0.923076923076923,1,0.923076923076923,1,0.96,0.571428571428571,0.571428571428571,0.619047619047619,0.944444444444444,"FengQ_2015",4,5,50
0.772727272727273,0.521739130434783,0.546296376337878,0.921793739648108,0.545454545454545,0.0245475548902575,0.0736382701203028,1,0.5,0.705882352941176,1,0.705882352941177,1,0.827586206896552,0.545454545454545,0.545454545454545,0.772727272727273,0.75,"FengQ_2015",4,4,50
0.772727272727273,0.485981308411215,0.546296376337878,0.921793739648108,0.590909090909091,0.0612061620680566,0.0736382701203028,1,0.444444444444444,0.722222222222222,1,0.722222222222222,1,0.838709677419355,0.590909090909091,0.590909090909091,0.818181818181818,0.722222222222222,"FengQ_2015",4,3,50
0.857142857142857,0.695652173913043,0.636576012983019,0.969511032378484,0.571428571428571,0.00548012818571063,0.248213078989924,1,0.666666666666667,0.8,1,0.8,1,0.888888888888889,0.571428571428571,0.571428571428571,0.714285714285714,0.833333333333333,"FengQ_2015",4,2,50
0.80952380952381,0.6,0.580933958816472,0.945536431821593,0.571428571428571,0.020391245459911,0.617075077451974,0.916666666666667,0.666666666666667,0.785714285714286,0.857142857142857,0.785714285714286,0.916666666666667,0.846153846153846,0.571428571428571,0.523809523809524,0.666666666666667,0.791666666666667,"FengQ_2015",4,1,50
0.772727272727273,0.521739130434783,0.546296376337878,0.921793739648108,0.545454545454545,0.0245475548902575,0.0736382701203028,1,0.5,0.705882352941176,1,0.705882352941177,1,0.827586206896552,0.545454545454545,0.545454545454545,0.772727272727273,0.75,"FengQ_2015",3,5,50
0.863636363636364,0.702702702702703,0.650877902742592,0.970944148871253,0.590909090909091,0.00600118520443321,0.248213078989924,1,0.666666666666667,0.8125,1,0.8125,1,0.896551724137931,0.590909090909091,0.590909090909091,0.727272727272727,0.833333333333333,"FengQ_2015",3,4,50
0.909090909090909,0.813559322033898,0.708387258446067,0.988794413975849,0.545454545454545,0.000290641304425921,0.479500122186953,1,0.8,0.857142857142857,1,0.857142857142857,1,0.923076923076923,0.545454545454545,0.545454545454545,0.636363636363636,0.9,"FengQ_2015",3,3,50
0.761904761904762,0.492753623188406,0.528340172345379,0.917824124406977,0.571428571428571,0.058414594509122,0.371093369522698,0.916666666666667,0.555555555555556,0.733333333333333,0.833333333333333,0.733333333333333,0.916666666666667,0.814814814814815,0.571428571428571,0.523809523809524,0.714285714285714,0.736111111111111,"FengQ_2015",3,2,50
0.772727272727273,0.504504504504504,0.546296376337878,0.921793739648108,0.590909090909091,0.0612061620680566,0.371093369522698,0.923076923076923,0.555555555555556,0.75,0.833333333333333,0.75,0.923076923076923,0.827586206896552,0.590909090909091,0.545454545454545,0.727272727272727,0.739316239316239,"FengQ_2015",3,1,50
0.869565217391304,0.725099601593625,0.664110862462879,0.972248492577207,0.565217391304348,0.00194866323295587,0.248213078989924,1,0.7,0.8125,1,0.8125,1,0.896551724137931,0.565217391304348,0.565217391304348,0.695652173913043,0.85,"FengQ_2015",2,5,50
0.863636363636364,0.722689075630252,0.650877902742592,0.970944148871253,0.545454545454545,0.00173164607190107,1,0.916666666666667,0.8,0.846153846153846,0.888888888888889,0.846153846153846,0.916666666666667,0.88,0.545454545454545,0.5,0.590909090909091,0.858333333333333,"FengQ_2015",2,4,50
0.857142857142857,0.712328767123288,0.636576012983019,0.969511032378484,0.571428571428571,0.00548012818571063,1,0.833333333333333,0.888888888888889,0.909090909090909,0.8,0.909090909090909,0.833333333333333,0.869565217391304,0.571428571428571,0.476190476190476,0.523809523809524,0.861111111111111,"FengQ_2015",2,3,50
0.857142857142857,0.695652173913043,0.636576012983019,0.969511032378484,0.571428571428571,0.00548012818571063,0.248213078989924,1,0.666666666666667,0.8,1,0.8,1,0.888888888888889,0.571428571428571,0.571428571428571,0.714285714285714,0.833333333333333,"FengQ_2015",2,2,50
1,1,0.83890238478092,1,0.571428571428571,7.87410093586908e-06,NA,1,1,1,1,1,1,1,0.571428571428571,0.571428571428571,0.571428571428571,1,"FengQ_2015",2,1,50
0.904761904761905,0.805555555555556,0.696225593086076,0.988250682115554,0.571428571428571,0.00106201936372534,1,0.916666666666667,0.888888888888889,0.916666666666667,0.888888888888889,0.916666666666667,0.916666666666667,0.916666666666667,0.571428571428571,0.523809523809524,0.571428571428571,0.902777777777778,"FengQ_2015",1,5,50
0.818181818181818,0.620689655172414,0.597154216922129,0.948132700687563,0.545454545454545,0.00743562327649019,0.133614402537715,1,0.6,0.75,1,0.75,1,0.857142857142857,0.545454545454545,0.545454545454545,0.727272727272727,0.8,"FengQ_2015",1,4,50
0.727272727272727,0.421052631578947,0.497778798733651,0.892710751629603,0.545454545454545,0.0649507267560971,0.0412268333371636,1,0.4,0.666666666666667,1,0.666666666666667,1,0.8,0.545454545454545,0.545454545454545,0.818181818181818,0.7,"FengQ_2015",1,3,50
0.818181818181818,0.596330275229358,0.597154216922129,0.948132700687563,0.590909090909091,0.0218087776984223,0.133614402537715,1,0.555555555555556,0.764705882352941,1,0.764705882352941,1,0.866666666666667,0.590909090909091,0.590909090909091,0.772727272727273,0.777777777777778,"FengQ_2015",1,2,50
0.80952380952381,0.588235294117647,0.580933958816472,0.945536431821593,0.571428571428571,0.020391245459911,0.133614402537715,1,0.555555555555556,0.75,1,0.75,1,0.857142857142857,0.571428571428571,0.571428571428571,0.761904761904762,0.777777777777778,"FengQ_2015",1,1,50
0.88,0.758842443729904,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,1,0.923076923076923,0.833333333333333,0.857142857142857,0.909090909090909,0.857142857142857,0.923076923076923,0.888888888888889,0.52,0.48,0.56,0.878205128205128,"PRJEB27928",10,5,40
0.88,0.757281553398058,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,0.248213078989924,1,0.75,0.8125,1,0.8125,1,0.896551724137931,0.52,0.52,0.64,0.875,"PRJEB27928",10,4,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",10,3,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",10,2,40
0.88,0.757281553398058,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,0.248213078989924,1,0.75,0.8125,1,0.8125,1,0.896551724137931,0.52,0.52,0.64,0.875,"PRJEB27928",10,1,40
0.88,0.757281553398058,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,0.248213078989924,1,0.75,0.8125,1,0.8125,1,0.896551724137931,0.52,0.52,0.64,0.875,"PRJEB27928",9,5,40
0.92,0.83974358974359,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,1,0.923076923076923,0.916666666666667,0.923076923076923,0.916666666666667,0.923076923076923,0.923076923076923,0.923076923076923,0.52,0.48,0.52,0.919871794871795,"PRJEB27928",9,4,40
0.96,0.919614147909968,0.796483086077586,0.998987800300689,0.52,1.91286612417964e-06,1,1,0.916666666666667,0.928571428571428,1,0.928571428571429,1,0.962962962962963,0.52,0.52,0.56,0.958333333333333,"PRJEB27928",9,3,40
0.84,0.681528662420382,0.639171545540728,0.95462054762829,0.52,0.000895612767370051,0.617075077451974,0.769230769230769,0.916666666666667,0.909090909090909,0.785714285714286,0.909090909090909,0.769230769230769,0.833333333333333,0.52,0.4,0.44,0.842948717948718,"PRJEB27928",9,2,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",9,1,40
0.88,0.758842443729904,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,1,0.923076923076923,0.833333333333333,0.857142857142857,0.909090909090909,0.857142857142857,0.923076923076923,0.888888888888889,0.52,0.48,0.56,0.878205128205128,"PRJEB27928",8,5,40
0.84,0.675324675324675,0.639171545540728,0.95462054762829,0.52,0.000895612767370051,0.133614402537715,1,0.666666666666667,0.764705882352941,1,0.764705882352941,1,0.866666666666667,0.52,0.52,0.68,0.833333333333333,"PRJEB27928",8,4,40
0.88,0.758842443729904,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,1,0.923076923076923,0.833333333333333,0.857142857142857,0.909090909090909,0.857142857142857,0.923076923076923,0.888888888888889,0.52,0.48,0.56,0.878205128205128,"PRJEB27928",8,3,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",8,2,40
0.8,0.598070739549839,0.592962567721323,0.931688535987516,0.52,0.00372448202129164,1,0.846153846153846,0.75,0.785714285714286,0.818181818181818,0.785714285714286,0.846153846153846,0.814814814814815,0.52,0.44,0.56,0.798076923076923,"PRJEB27928",8,1,40
0.84,0.681528662420382,0.639171545540728,0.95462054762829,0.52,0.000895612767370051,0.617075077451974,0.769230769230769,0.916666666666667,0.909090909090909,0.785714285714286,0.909090909090909,0.769230769230769,0.833333333333333,0.52,0.4,0.44,0.842948717948718,"PRJEB27928",7,5,40
0.88,0.76038338658147,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,1,0.846153846153846,0.916666666666667,0.916666666666667,0.846153846153846,0.916666666666667,0.846153846153846,0.88,0.52,0.44,0.48,0.881410256410256,"PRJEB27928",7,4,40
0.8,0.59546925566343,0.592962567721323,0.931688535987516,0.52,0.00372448202129164,0.371093369522698,0.923076923076923,0.666666666666667,0.75,0.888888888888889,0.75,0.923076923076923,0.827586206896552,0.52,0.48,0.64,0.794871794871795,"PRJEB27928",7,3,40
0.8,0.59546925566343,0.592962567721323,0.931688535987516,0.52,0.00372448202129164,0.371093369522698,0.923076923076923,0.666666666666667,0.75,0.888888888888889,0.75,0.923076923076923,0.827586206896552,0.52,0.48,0.64,0.794871794871795,"PRJEB27928",7,2,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",7,1,40
0.8,0.598070739549839,0.592962567721323,0.931688535987516,0.52,0.00372448202129164,1,0.846153846153846,0.75,0.785714285714286,0.818181818181818,0.785714285714286,0.846153846153846,0.814814814814815,0.52,0.44,0.56,0.798076923076923,"PRJEB27928",6,5,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",6,4,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",6,3,40
0.88,0.76038338658147,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,1,0.846153846153846,0.916666666666667,0.916666666666667,0.846153846153846,0.916666666666667,0.846153846153846,0.88,0.52,0.44,0.48,0.881410256410256,"PRJEB27928",6,2,40
0.8,0.59546925566343,0.592962567721323,0.931688535987516,0.52,0.00372448202129164,0.371093369522698,0.923076923076923,0.666666666666667,0.75,0.888888888888889,0.75,0.923076923076923,0.827586206896552,0.52,0.48,0.64,0.794871794871795,"PRJEB27928",6,1,40
0.8,0.59546925566343,0.592962567721323,0.931688535987516,0.52,0.00372448202129164,0.371093369522698,0.923076923076923,0.666666666666667,0.75,0.888888888888889,0.75,0.923076923076923,0.827586206896552,0.52,0.48,0.64,0.794871794871795,"PRJEB27928",5,5,40
0.88,0.757281553398058,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,0.248213078989924,1,0.75,0.8125,1,0.8125,1,0.896551724137931,0.52,0.52,0.64,0.875,"PRJEB27928",5,4,40
0.88,0.758842443729904,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,1,0.923076923076923,0.833333333333333,0.857142857142857,0.909090909090909,0.857142857142857,0.923076923076923,0.888888888888889,0.52,0.48,0.56,0.878205128205128,"PRJEB27928",5,3,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",5,2,40
0.84,0.679487179487179,0.639171545540728,0.95462054762829,0.52,0.000895612767370051,1,0.846153846153846,0.833333333333333,0.846153846153846,0.833333333333333,0.846153846153846,0.846153846153846,0.846153846153846,0.52,0.44,0.52,0.83974358974359,"PRJEB27928",5,1,40
0.92,0.83974358974359,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,1,0.923076923076923,0.916666666666667,0.923076923076923,0.916666666666667,0.923076923076923,0.923076923076923,0.923076923076923,0.52,0.48,0.52,0.919871794871795,"PRJEB27928",4,5,40
1,1,0.862814828469287,1,0.52,7.94481137838193e-08,NA,1,1,1,1,1,1,1,0.52,0.52,0.52,1,"PRJEB27928",4,4,40
0.8,0.603174603174603,0.592962567721323,0.931688535987516,0.52,0.00372448202129164,0.371093369522698,0.692307692307692,0.916666666666667,0.9,0.733333333333333,0.9,0.692307692307692,0.782608695652174,0.52,0.36,0.4,0.80448717948718,"PRJEB27928",4,3,40
0.88,0.757281553398058,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,0.248213078989924,1,0.75,0.8125,1,0.8125,1,0.896551724137931,0.52,0.52,0.64,0.875,"PRJEB27928",4,2,40
0.88,0.758842443729904,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,1,0.923076923076923,0.833333333333333,0.857142857142857,0.909090909090909,0.857142857142857,0.923076923076923,0.888888888888889,0.52,0.48,0.56,0.878205128205128,"PRJEB27928",4,1,40
1,1,0.862814828469287,1,0.52,7.94481137838193e-08,NA,1,1,1,1,1,1,1,0.52,0.52,0.52,1,"PRJEB27928",3,5,40
0.92,0.838709677419355,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,0.479500122186953,1,0.833333333333333,0.866666666666667,1,0.866666666666667,1,0.928571428571429,0.52,0.52,0.6,0.916666666666667,"PRJEB27928",3,4,40
0.76,0.516129032258065,0.548711982183314,0.906435560668257,0.52,0.0124286951102811,0.683091398309609,0.846153846153846,0.666666666666667,0.733333333333333,0.8,0.733333333333333,0.846153846153846,0.785714285714286,0.52,0.44,0.6,0.756410256410256,"PRJEB27928",3,3,40
0.96,0.919614147909968,0.796483086077586,0.998987800300689,0.52,1.91286612417964e-06,1,1,0.916666666666667,0.928571428571428,1,0.928571428571429,1,0.962962962962963,0.52,0.52,0.56,0.958333333333333,"PRJEB27928",3,2,40
0.96,0.920127795527157,0.796483086077586,0.998987800300689,0.52,1.91286612417964e-06,1,0.923076923076923,1,1,0.923076923076923,1,0.923076923076923,0.96,0.52,0.48,0.48,0.961538461538462,"PRJEB27928",3,1,40
0.84,0.679487179487179,0.639171545540728,0.95462054762829,0.52,0.000895612767370051,1,0.846153846153846,0.833333333333333,0.846153846153846,0.833333333333333,0.846153846153846,0.846153846153846,0.846153846153846,0.52,0.44,0.52,0.83974358974359,"PRJEB27928",2,5,40
0.88,0.757281553398058,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,0.248213078989924,1,0.75,0.8125,1,0.8125,1,0.896551724137931,0.52,0.52,0.64,0.875,"PRJEB27928",2,4,40
1,1,0.862814828469287,1,0.52,7.94481137838193e-08,NA,1,1,1,1,1,1,1,0.52,0.52,0.52,1,"PRJEB27928",2,3,40
0.8,0.592833876221498,0.592962567721323,0.931688535987516,0.52,0.00372448202129164,0.0736382701203028,1,0.583333333333333,0.722222222222222,1,0.722222222222222,1,0.838709677419355,0.52,0.52,0.72,0.791666666666667,"PRJEB27928",2,2,40
0.88,0.757281553398058,0.687809692713765,0.974534603352267,0.52,0.000165944110604564,0.248213078989924,1,0.75,0.8125,1,0.8125,1,0.896551724137931,0.52,0.52,0.64,0.875,"PRJEB27928",2,1,40
0.96,0.919614147909968,0.796483086077586,0.998987800300689,0.52,1.91286612417964e-06,1,1,0.916666666666667,0.928571428571428,1,0.928571428571429,1,0.962962962962963,0.52,0.52,0.56,0.958333333333333,"PRJEB27928",1,5,40
0.84,0.675324675324675,0.639171545540728,0.95462054762829,0.52,0.000895612767370051,0.133614402537715,1,0.666666666666667,0.764705882352941,1,0.764705882352941,1,0.866666666666667,0.52,0.52,0.68,0.833333333333333,"PRJEB27928",1,4,40
0.84,0.67741935483871,0.639171545540728,0.95462054762829,0.52,0.000895612767370051,0.617075077451974,0.923076923076923,0.75,0.8,0.9,0.8,0.923076923076923,0.857142857142857,0.52,0.48,0.6,0.836538461538462,"PRJEB27928",1,3,40
0.84,0.67741935483871,0.639171545540728,0.95462054762829,0.52,0.000895612767370051,0.617075077451974,0.923076923076923,0.75,0.8,0.9,0.8,0.923076923076923,0.857142857142857,0.52,0.48,0.6,0.836538461538462,"PRJEB27928",1,2,40
0.92,0.83974358974359,0.739694157894786,0.990160409981202,0.52,2.22214963931796e-05,1,0.923076923076923,0.916666666666667,0.923076923076923,0.916666666666667,0.923076923076923,0.923076923076923,0.923076923076923,0.52,0.48,0.52,0.919871794871795,"PRJEB27928",1,1,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,1,0.875,0.75,0.777777777777778,0.857142857142857,0.777777777777778,0.875,0.823529411764706,0.5,0.4375,0.5625,0.8125,"PRJDB4176",10,5,40
0.5625,0.125,0.298776899083177,0.802465859467332,0.5,0.401809692382813,1,0.625,0.5,0.555555555555556,0.571428571428571,0.555555555555556,0.625,0.588235294117647,0.5,0.3125,0.5625,0.5625,"PRJDB4176",10,4,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,1,0.875,0.75,0.777777777777778,0.857142857142857,0.777777777777778,0.875,0.823529411764706,0.5,0.4375,0.5625,0.8125,"PRJDB4176",10,3,40
0.625,0.25,0.354346094302078,0.848016324918878,0.5,0.227249145507813,0.220671361919847,0.875,0.375,0.583333333333333,0.75,0.583333333333333,0.875,0.7,0.5,0.4375,0.75,0.625,"PRJDB4176",10,2,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,0.248213078989924,1,0.625,0.727272727272727,1,0.727272727272727,1,0.842105263157895,0.5,0.5,0.6875,0.8125,"PRJDB4176",10,1,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.617075077451974,0.875,0.625,0.7,0.833333333333333,0.7,0.875,0.777777777777778,0.5,0.4375,0.625,0.75,"PRJDB4176",9,5,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.617075077451974,0.875,0.625,0.7,0.833333333333333,0.7,0.875,0.777777777777778,0.5,0.4375,0.625,0.75,"PRJDB4176",9,4,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.133614402537715,1,0.5,0.666666666666667,1,0.666666666666667,1,0.8,0.5,0.5,0.75,0.75,"PRJDB4176",9,3,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,0.0736382701203028,1,0.375,0.615384615384615,1,0.615384615384615,1,0.761904761904762,0.5,0.5,0.8125,0.6875,"PRJDB4176",9,2,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,1,0.625,0.75,0.714285714285714,0.666666666666667,0.714285714285714,0.625,0.666666666666667,0.5,0.3125,0.4375,0.6875,"PRJDB4176",9,1,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.375,0.5,0.75,"PRJDB4176",8,5,40
0.875,0.75,0.616523763150737,0.984486396184586,0.5,0.0020904541015625,1,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.5,0.4375,0.5,0.875,"PRJDB4176",8,4,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.133614402537715,1,0.5,0.666666666666667,1,0.666666666666667,1,0.8,0.5,0.5,0.75,0.75,"PRJDB4176",8,3,40
0.625,0.25,0.354346094302078,0.848016324918878,0.5,0.227249145507813,0.0412268333371636,0.25,1,1,0.571428571428571,1,0.25,0.4,0.5,0.125,0.125,0.625,"PRJDB4176",8,2,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,1,0.75,0.625,0.666666666666667,0.714285714285714,0.666666666666667,0.75,0.705882352941177,0.5,0.375,0.5625,0.6875,"PRJDB4176",8,1,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.617075077451974,0.875,0.625,0.7,0.833333333333333,0.7,0.875,0.777777777777778,0.5,0.4375,0.625,0.75,"PRJDB4176",7,5,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,1,0.75,0.875,0.857142857142857,0.777777777777778,0.857142857142857,0.75,0.8,0.5,0.375,0.4375,0.8125,"PRJDB4176",7,4,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,1,0.75,0.625,0.666666666666667,0.714285714285714,0.666666666666667,0.75,0.705882352941177,0.5,0.375,0.5625,0.6875,"PRJDB4176",7,3,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,1,0.875,0.75,0.777777777777778,0.857142857142857,0.777777777777778,0.875,0.823529411764706,0.5,0.4375,0.5625,0.8125,"PRJDB4176",7,2,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.617075077451974,0.875,0.625,0.7,0.833333333333333,0.7,0.875,0.777777777777778,0.5,0.4375,0.625,0.75,"PRJDB4176",7,1,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,0.371093369522698,0.875,0.5,0.636363636363636,0.8,0.636363636363636,0.875,0.736842105263158,0.5,0.4375,0.6875,0.6875,"PRJDB4176",6,5,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,1,0.875,0.75,0.777777777777778,0.857142857142857,0.777777777777778,0.875,0.823529411764706,0.5,0.4375,0.5625,0.8125,"PRJDB4176",6,4,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,0.0736382701203028,1,0.375,0.615384615384615,1,0.615384615384615,1,0.761904761904762,0.5,0.5,0.8125,0.6875,"PRJDB4176",6,3,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.133614402537715,1,0.5,0.666666666666667,1,0.666666666666667,1,0.8,0.5,0.5,0.75,0.75,"PRJDB4176",6,2,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,1,0.75,0.625,0.666666666666667,0.714285714285714,0.666666666666667,0.75,0.705882352941177,0.5,0.375,0.5625,0.6875,"PRJDB4176",6,1,40
0.5625,0.125,0.298776899083177,0.802465859467332,0.5,0.401809692382813,0.130570018115737,0.875,0.25,0.538461538461538,0.666666666666667,0.538461538461538,0.875,0.666666666666667,0.5,0.4375,0.8125,0.5625,"PRJDB4176",5,5,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,1,0.75,0.625,0.666666666666667,0.714285714285714,0.666666666666667,0.75,0.705882352941177,0.5,0.375,0.5625,0.6875,"PRJDB4176",5,4,40
0.625,0.25,0.354346094302078,0.848016324918878,0.5,0.227249145507813,0.683091398309609,0.75,0.5,0.6,0.666666666666667,0.6,0.75,0.666666666666667,0.5,0.375,0.625,0.625,"PRJDB4176",5,3,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.617075077451974,0.875,0.625,0.7,0.833333333333333,0.7,0.875,0.777777777777778,0.5,0.4375,0.625,0.75,"PRJDB4176",5,2,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.133614402537715,1,0.5,0.666666666666667,1,0.666666666666667,1,0.8,0.5,0.5,0.75,0.75,"PRJDB4176",5,1,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.617075077451974,0.875,0.625,0.7,0.833333333333333,0.7,0.875,0.777777777777778,0.5,0.4375,0.625,0.75,"PRJDB4176",4,5,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,0.0736382701203028,1,0.375,0.615384615384615,1,0.615384615384615,1,0.761904761904762,0.5,0.5,0.8125,0.6875,"PRJDB4176",4,4,40
0.875,0.75,0.616523763150737,0.984486396184586,0.5,0.0020904541015625,1,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.5,0.4375,0.5,0.875,"PRJDB4176",4,3,40
0.875,0.75,0.616523763150737,0.984486396184586,0.5,0.0020904541015625,0.479500122186953,1,0.75,0.8,1,0.8,1,0.888888888888889,0.5,0.5,0.625,0.875,"PRJDB4176",4,2,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,0.371093369522698,0.875,0.5,0.636363636363636,0.8,0.636363636363636,0.875,0.736842105263158,0.5,0.4375,0.6875,0.6875,"PRJDB4176",4,1,40
0.75,0.5,0.476229180103872,0.927337961747118,0.5,0.0384063720703125,0.133614402537715,1,0.5,0.666666666666667,1,0.666666666666667,1,0.8,0.5,0.5,0.75,0.75,"PRJDB4176",3,5,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,0.248213078989924,1,0.625,0.727272727272727,1,0.727272727272727,1,0.842105263157895,0.5,0.5,0.6875,0.8125,"PRJDB4176",3,4,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,1,0.625,0.75,0.714285714285714,0.666666666666667,0.714285714285714,0.625,0.666666666666667,0.5,0.3125,0.4375,0.6875,"PRJDB4176",3,3,40
0.875,0.75,0.616523763150737,0.984486396184586,0.5,0.0020904541015625,1,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.5,0.4375,0.5,0.875,"PRJDB4176",3,2,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,0.248213078989924,1,0.625,0.727272727272727,1,0.727272727272727,1,0.842105263157895,0.5,0.5,0.6875,0.8125,"PRJDB4176",3,1,40
0.875,0.75,0.616523763150737,0.984486396184586,0.5,0.0020904541015625,0.479500122186953,1,0.75,0.8,1,0.8,1,0.888888888888889,0.5,0.5,0.625,0.875,"PRJDB4176",2,5,40
0.8125,0.625,0.543543453768388,0.959526266094054,0.5,0.0106353759765625,1,0.875,0.75,0.777777777777778,0.857142857142857,0.777777777777778,0.875,0.823529411764706,0.5,0.4375,0.5625,0.8125,"PRJDB4176",2,4,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,0.371093369522698,0.875,0.5,0.636363636363636,0.8,0.636363636363636,0.875,0.736842105263158,0.5,0.4375,0.6875,0.6875,"PRJDB4176",2,3,40
0.6875,0.375,0.413379363548641,0.889830045282883,0.5,0.105056762695313,0.371093369522698,0.5,0.875,0.8,0.636363636363636,0.8,0.5,0.615384615384615,0.5,0.25,0.3125,0.6875,"PRJDB4176",2,2,40
