"","Species","Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR","Incre.aveRank.P","Enriched","Ctrlmean","CRCmean","log2FC","ID","Label","Shape"
"705","Varibaculum_cambriense",4910,2197,7805,5092,6357.5,3644.5,0.509149085091491,0.364413558644136,0.21967803219678,0.423517488676664,0.906134139061341,0.721199445989467,0.635686431356864,"N.S.","0.000344839743589744","2.74038461538462e-05",-3.65347576197511,"","","B"
"706","Variovorax_unclassified",1,5003,4999,10001,2500,7502,1,0.75012498750125,0.5002499750025,0.693554173994365,1,0.920580154822356,0.24997500249975,"N.S.","1.21794871794872e-05","0",-Inf,"","","B"
"707","Veillonella_atypica",5587,4410,5592,4415,5589.5,4412.5,0.441455854414559,0.441205879412059,0.440955904409559,0.693554173994365,0.906134139061341,0.77319558366744,0.558894110588941,"N.S.","0.0436204487179487","0.0271922756410256",-0.681807719582693,"","","B"
"708","Veillonella_dispar",3078,6920,3082,6924,3080,6922,0.692330766923308,0.692130786921308,0.691930806919308,0.859237046934339,1,0.920580154822356,0.307969203079692,"N.S.","0.0168279487179487","0.0113837179487179",-0.563887504551749,"","","B"
"709","Veillonella_parvula",5880,4121,5881,4122,5880.5,4121.5,0.412158784121588,0.412108789121088,0.412058794120588,0.667275389578159,0.906134139061341,0.77319558366744,0.587991200879912,"N.S.","0.125039615384615","0.125620448717949",0.00668608198440884,"","","B"
"710","Veillonella_ratti",1053,7254,2748,8949,1900.5,8101.5,0.894810518948105,0.81006899310069,0.725327467253275,0.869184081591841,1,0.950146176246976,0.19003099690031,"N.S.","0.0186753205128205","0.00245637820512821",-2.9265283906303,"","","B"
"711","Veillonella_sp_3_1_44",1,4979,5023,10001,2512,7490,1,0.748925107489251,0.497850214978502,0.693554173994365,1,0.920580154822356,0.251174882511749,"N.S.","0.00215875","0",-Inf,"","","B"
"712","Veillonella_sp_6_1_27",4995,1,10001,5007,7498,2504,0.500649935006499,0.25037496250375,9.99900009999e-05,0.000430495872568432,0.906134139061341,0.579010136960988,0.74972502749725,"N.S.","0","0.000833685897435897",Inf,"","","B"
"713","Veillonella_unclassified",1657,8345,1657,8345,1657,8345,0.834416558344166,0.834416558344166,0.834416558344166,0.936283665568124,1,0.961451130527973,0.165683431656834,"N.S.","0.232011570512821","0.172476762820513",-0.427794749121954,"","","B"
"714","Weissella_cibaria",3742,6014,3988,6260,3865,6137,0.625937406259374,0.613638636136386,0.601339866013399,0.792395213033441,1,0.904111023323897,0.386461353864614,"N.S.","0.000204166666666667","0.000299262820512821",0.551665710605379,"","","B"
"715","Weissella_confusa",1651,8117,1885,8351,1768,8234,0.835016498350165,0.823317668233177,0.811618838116188,0.93070804562287,1,0.959425289237689,0.176782321767823,"N.S.","0.00072125","9.84935897435897e-05",-2.87239767591477,"","","B"
"716","Weissella_unclassified",758,8968,1034,9244,896,9106,0.924307569243076,0.91050894910509,0.896710328967103,0.968070159950972,1,0.985329120301722,0.0895910408959104,"N.S.","0.000256570512820513","0.000142051282051282",-0.852943521354433,"","","B"
"717","Xanthomonas_arboricola",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"718","Yersinia_enterocolitica",1,4967,5035,10001,2518,7484,1,0.748325167483252,0.496650334966503,0.693554173994365,1,0.920580154822356,0.251774822517748,"N.S.","1.38141025641026e-05","0",-Inf,"","","B"
"719","Yersinia_unclassified",7198,1123,8879,2804,8038.5,1963.5,0.28037196280372,0.196330366963304,0.112288771122888,0.258264619397933,0.780472710304727,0.579010136960988,0.803769623037696,"N.S.","1.31410256410256e-06","2.23397435897436e-05",4.08746284125034,"","","B"
