"","Species","Increasing.Rank.Min","Decreasing.Rank.Min","Increasing.Rank.Max","Decreasing.Rank.Max","Increasing.Rank.Average","Decreasing.Rank.Average","Decre.maxRank.P","Decre.aveRank.P","Decre.minRank.P","Decre.minRank.P.FDR","Decre.maxRank.P.FDR","Decre.aveRank.P.FDR","Incre.aveRank.P","Enriched","Ctrlmean","CRCmean","log2FC","ID","Label","Shape"
"1","Abiotrophia_defectiva",7324,2618,7384,2678,7354,2648,0.267773222677732,0.264773522647735,0.261773822617738,0.48136925437891,0.780472710304727,0.59491300869913,0.735326467353265,"N.S.","0.000271121794871795","0.000753205128205128",1.4741017297406,"","","B"
"2","Achromobacter_piechaudii",1,4993,5009,10001,2505,7497,1,0.74962503749625,0.499250074992501,0.693554173994365,1,0.920580154822356,0.25047495250475,"N.S.","7.5e-06","0",-Inf,"","","B"
"3","Achromobacter_unclassified",1,4967,5035,10001,2518,7484,1,0.748325167483252,0.496650334966503,0.693554173994365,1,0.920580154822356,0.251774822517748,"N.S.","1.3525641025641e-05","0",-Inf,"","","B"
"4","Acidaminococcus_fermentans",7280,2709,7293,2722,7286.5,2715.5,0.272172782721728,0.271522847715228,0.270872912708729,0.49057336079994,0.780472710304727,0.602546072553239,0.728577142285771,"N.S.","0.0278827243589744","0.0577858012820513",1.05134351684272,"","","B"
"5","Acidaminococcus_intestini",5156,4840,5162,4846,5159,4843,0.484551544845515,0.484251574842516,0.483951604839516,0.693554173994365,0.906134139061341,0.77319558366744,0.515848415158484,"N.S.","0.0131577564102564","0.0152340705128205",0.211387969073582,"","","B"
"6","Acidaminococcus_sp_BV3L6",7226,1097,8905,2776,8065.5,1936.5,0.277572242775722,0.193630636936306,0.10968903109689,0.258264619397933,0.780472710304727,0.579010136960988,0.806469353064694,"N.S.","0.00403939102564103","0.00230721153846154",-0.807987525489799,"","","B"
"7","Acidaminococcus_sp_D21",6531,2611,7391,3471,6961,3041,0.347065293470653,0.304069593040696,0.261073892610739,0.481313150736208,0.881766593658655,0.641132074475837,0.696030396960304,"N.S.","0.00845516025641026","0.0120452884615385",0.510564939378544,"","","B"
"8","Acidaminococcus_sp_HPA0509",3752,5019,4983,6250,4367.5,5634.5,0.624937506249375,0.563393660633937,0.501849815018498,0.693554173994365,1,0.852800088412211,0.436706329367063,"N.S.","0.020863108974359","0.0191478205128205",-0.123773973353409,"","","B"
"9","Acidaminococcus_unclassified",9120,879,9123,882,9121.5,880.5,0.0881911808819118,0.088041195880412,0.0878912108789121,0.21790958835151,0.459488833725323,0.430623264204192,0.912058794120588,"N.S.","0.200009871794872","0.286759903846154",0.519772105367387,"","","B"
"10","Acinetobacter_baumannii",1,5067,4935,10001,2468,7534,1,0.753324667533247,0.506649335066493,0.693554173994365,1,0.920580154822356,0.246775322467753,"N.S.","2.4775641025641e-05","0",-Inf,"","","B"
"11","Acinetobacter_johnsonii",1,7196,2806,10001,1403.5,8598.5,1,0.85976402359764,0.719528047195281,0.868354733808756,1,0.965035589464309,0.14033596640336,"N.S.","2.78846153846154e-05","0.000131153846153846",2.23371883900924,"","","B"
"12","Acinetobacter_junii",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"13","Acinetobacter_lwoffii",1,4989,5013,10001,2507,7495,1,0.749425057494251,0.498850114988501,0.693554173994365,1,0.920580154822356,0.250674932506749,"N.S.","0.000222980769230769","0",-Inf,"","","B"
"14","Acinetobacter_pittii_calcoaceticus_nosocomialis",1,4960,5042,10001,2521.5,7480.5,1,0.747975202479752,0.495950404959504,0.693554173994365,1,0.920580154822356,0.252124787521248,"N.S.","9.79807692307692e-05","0",-Inf,"","","B"
"15","Acinetobacter_unclassified",1,7286,2716,10001,1358.5,8643.5,1,0.864263573642636,0.728527147285271,0.870463368256873,1,0.965035589464309,0.135836416358364,"N.S.","2.43589743589744e-05","0",-Inf,"","","B"
"16","Actinobacillus_unclassified",1920,8066,1936,8082,1928,8074,0.808119188081192,0.807319268073193,0.806519348065193,0.929430256974303,1,0.950146176246976,0.192780721927807,"N.S.","0.000668108974358974","0.000772692307692308",0.209810597758698,"","","B"
"17","Actinobaculum_massiliense",1,5056,4946,10001,2473.5,7528.5,1,0.752774722527747,0.505549445055494,0.693554173994365,1,0.920580154822356,0.247325267473253,"N.S.","4.04166666666667e-05","0",-Inf,"","","B"
"18","Actinobaculum_schaalii",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"19","Actinobaculum_unclassified",1,5119,4883,10001,2442,7560,1,0.755924407559244,0.511848815118488,0.695688654196962,1,0.920580154822356,0.244175582441756,"N.S.","2.85897435897436e-05","0",-Inf,"","","B"
"20","Actinomyces_cardiffensis",9958,32,9970,44,9964,38,0.0043995600439956,0.0037996200379962,0.0031996800319968,0.012640494192339,0.116515934613435,0.0934606539346065,0.996300369963004,"Disease","0.000108782051282051","0.00541583333333333",5.63767090124333,"","Actinomyces_cardiffensis","B"
"21","Actinomyces_europaeus",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"22","Actinomyces_graevenitzii",9684,316,9686,318,9685,317,0.0317968203179682,0.0316968303169683,0.0315968403159684,0.098346875269183,0.301760613412343,0.289846331822514,0.968403159684032,"Disease","0.00240294871794872","0.00759599358974359",1.66043282819052,"","","B"
"23","Actinomyces_johnsonii",7358,2591,7411,2644,7384.5,2617.5,0.264373562643736,0.261723827617238,0.259074092590741,0.478854171138156,0.780472710304727,0.589904175726628,0.738376162383762,"N.S.","9.71794871794872e-05","0.000190160256410256",0.968492029288897,"","","B"
"24","Actinomyces_massiliensis",3298,6677,3325,6704,3311.5,6690.5,0.67033296670333,0.668983101689831,0.667633236676332,0.840544691175482,1,0.920580154822356,0.331116888311169,"N.S.","0.000261121794871795","0.000295416666666667",0.178028342527971,"","","B"
"25","Actinomyces_naeslundii",3493,6479,3523,6509,3508,6494,0.650834916508349,0.649335066493351,0.647835216478352,0.825176774357962,1,0.90831111441385,0.350764923507649,"N.S.","0.000289583333333333","0.000244198717948718",-0.245922945853454,"","","B"
"26","Actinomyces_odontolyticus",4420,5582,4420,5582,4420,5582,0.558144185581442,0.558144185581442,0.558144185581442,0.75150874425666,0.978794315690382,0.848426362437752,0.441955804419558,"N.S.","0.00639628205128205","0.00805919871794872",0.333402849117546,"","","B"
"27","Actinomyces_oris",6868,3112,6890,3134,6879,3123,0.313368663133687,0.312268773122688,0.311168883111689,0.54041165931716,0.825318933308134,0.652678046148873,0.687831216878312,"N.S.","0.000526346153846154","0.000695961538461538",0.402995673007581,"","","B"
"28","Actinomyces_sp_HPA0247",8636,605,9397,1366,9016.5,985.5,0.136586341365863,0.0985401459854015,0.0604939506049395,0.160112926436294,0.609313759982026,0.464014056110729,0.901559844015598,"N.S.","0.000230160256410256","0.00242560897435897",3.39763635782951,"","","B"
"29","Actinomyces_sp_ICM39",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"30","Actinomyces_sp_ICM47",7891,1816,8186,2111,8038.5,1963.5,0.211078892110789,0.196330366963304,0.181581841815818,0.376245948892142,0.73316774602733,0.579010136960988,0.803769623037696,"N.S.","0.0014225","0.00322958333333333",1.18291939421113,"","","B"
"31","Actinomyces_sp_oral_taxon_172",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"32","Actinomyces_sp_oral_taxon_448",2172,5025,4977,7830,3574.5,6427.5,0.782921707829217,0.642685731426857,0.502449755024498,0.693554173994365,1,0.905049045876662,0.357414258574143,"N.S.","0.00032849358974359","0.000260897435897436",-0.332382452524529,"","","B"
"33","Actinomyces_timonensis",7198,1074,8928,2804,8063,1939,0.28037196280372,0.193880611938806,0.107389261073893,0.25482798254828,0.780472710304727,0.579010136960988,0.806219378062194,"N.S.","4.71153846153846e-06","3.99038461538462e-05",3.08225768211908,"","","B"
"34","Actinomyces_turicensis",9159,807,9195,843,9177,825,0.0842915708429157,0.0824917508249175,0.0806919308069193,0.205516904139975,0.448930662489307,0.425072527712264,0.917608239176082,"N.S.","0.00158057692307692","0.00788698717948718",2.31902304790793,"","","B"
"35","Actinomyces_urogenitalis",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"36","Actinomyces_viscosus",8286,1712,8290,1716,8288,1714,0.171582841715828,0.171382861713829,0.171182881711829,0.36093985909327,0.662413437800605,0.575814381178705,0.828717128287171,"N.S.","0.000889038461538462","0.00112067307692308",0.33404773678029,"","","B"
"37","Adlercreutzia_equolifaciens",134,9868,134,9868,134,9868,0.986701329867013,0.986701329867013,0.986701329867013,0.997976492448384,1,0.997988362723616,0.0133986601339866,"Ctrl","0.140216474358974","0.0964462820512821",-0.539858335500892,"","","B"
"38","Aeromonas_hydrophila",9246,1,10001,756,9623.5,378.5,0.0755924407559244,0.0378462153784622,9.99900009999e-05,0.000430495872568432,0.427960353570942,0.2949151321427,0.962253774622538,"Disease","0","0.000350576923076923",Inf,"","","B"
"39","Aeromonas_unclassified",9930,1,10001,72,9965.5,36.5,0.0071992800719928,0.00364963503649635,9.99900009999e-05,0.000430495872568432,0.147893782050366,0.0934606539346065,0.996450354964504,"Disease","0","0.000441955128205128",Inf,"","Aeromonas_unclassified","B"
"40","Aeromonas_veronii",9508,1,10001,494,9754.5,247.5,0.0493950604939506,0.0247475252474753,9.99900009999e-05,0.000430495872568432,0.351401308467284,0.263254556897251,0.975352464753525,"Disease","0","0.00496775641025641",Inf,"","","B"
"41","Aggregatibacter_aphrophilus",6680,1644,8358,3322,7519,2483,0.332166783321668,0.248275172482752,0.164383561643836,0.348648321008607,0.852956847172426,0.579010136960988,0.751824817518248,"N.S.","6.13461538461539e-05","0.000229679487179487",1.90457721372471,"","","B"
"42","Aggregatibacter_segnis",9751,231,9771,251,9761,241,0.0250974902509749,0.0240975902409759,0.0230976902309769,0.0765310565717622,0.276678392766784,0.263254556897251,0.976002399760024,"Disease","0.000210929487179487","0.000626378205128205",1.57027322205176,"","","B"
"43","Aggregatibacter_unclassified",9981,20,9982,21,9981.5,20.5,0.0020997900209979,0.00204979502049795,0.001999800019998,0.00803271628144448,0.0754874512548745,0.0701810771303822,0.998050194980502,"Disease","8.67307692307692e-05","0.000513557692307692",2.56591054563675,"","Aggregatibacter_unclassified","B"
"44","Agrobacterium_unclassified",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"45","Akkermansia_muciniphila",9624,378,9624,378,9624,378,0.0377962203779622,0.0377962203779622,0.0377962203779622,0.112295382032045,0.318501870743158,0.2949151321427,0.962303769623038,"Disease","1.67999253205128","2.19069727564103",0.382935317495446,"","","B"
"46","Alcaligenes_unclassified",5026,1,10001,4976,7513.5,2488.5,0.497550244975502,0.248825117488251,9.99900009999e-05,0.000430495872568432,0.906134139061341,0.579010136960988,0.751274872512749,"N.S.","0","7.88461538461538e-06",Inf,"","","B"
"47","Alicycliphilus_unclassified",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","4.28525641025641e-05","0",-Inf,"","","B"
"48","Alistipes_finegoldii",9131,867,9135,871,9133,869,0.0870912908709129,0.0868913108689131,0.0866913308669133,0.215927196207715,0.457070351359025,0.427909948731154,0.913208679132087,"N.S.","0.180506217948718","0.197810416666667",0.132069865308056,"","","B"
"49","Alistipes_indistinctus",9858,143,9859,144,9858.5,143.5,0.0143985601439856,0.0143485651434857,0.0142985701429857,0.050149619184423,0.202991465559326,0.198396506503196,0.985751424857514,"Disease","0.0692945512820513","0.122755961538462",0.824979268489609,"","","B"
"50","Alistipes_onderdonkii",9654,348,9654,348,9654,348,0.0347965203479652,0.0347965203479652,0.0347965203479652,0.106462545234838,0.316155131474804,0.2949151321427,0.965303469653035,"Disease","0.769189294871795","1.11924403846154",0.541114044553294,"","","B"
"51","Alistipes_putredinis",8728,1274,8728,1274,8728,1274,0.127387261273873,0.127387261273873,0.127387261273873,0.288931990081749,0.579692663645028,0.52248100189981,0.872712728727127,"N.S.","2.29076567307692","2.67421153846154",0.223283701537486,"","","B"
"52","Alistipes_senegalensis",9521,481,9521,481,9521,481,0.0480951904809519,0.0480951904809519,0.0480951904809519,0.136143472266947,0.351401308467284,0.329337542436233,0.952004799520048,"Disease","0.0331865064102564","0.0332807371794872",0.00409062711810926,"","","B"
"53","Alistipes_shahii",9455,546,9456,547,9455.5,546.5,0.0546945305469453,0.0546445355464454,0.0545945405459454,0.148687403986874,0.357503340575033,0.344460336575038,0.945455454454555,"N.S.","0.529446794871795","0.544818653846154",0.0412903878039758,"","","B"
"54","Alistipes_sp_AP11",9822,178,9824,180,9823,179,0.017998200179982,0.0178982101789821,0.0177982201779822,0.0606489114121763,0.226834213130411,0.219273072692731,0.982201779822018,"Disease","0.0791588461538461","0.146815897435897",0.891185705287436,"","","B"
"55","Alistipes_sp_HGB5",9088,868,9134,914,9111,891,0.0913908609139086,0.0890910908909109,0.0867913208679132,0.215927196207715,0.469357349979288,0.432814151017331,0.911008899110089,"N.S.","0.0323457051282051","0.093298108974359",1.5282736764267,"","","B"
"56","Alistipes_unclassified",7175,2797,7205,2827,7190,2812,0.282671732826717,0.281171882811719,0.27967203279672,0.500745945305967,0.780472710304727,0.612613890126139,0.718928107189281,"N.S.","0.116887788461538","0.106404487179487",-0.135565224085513,"","","B"
"57","Alloprevotella_rava",7169,1,10001,2833,8585,1417,0.283271672832717,0.141685831416858,9.99900009999e-05,0.000430495872568432,0.780472710304727,0.52248100189981,0.858414158584142,"N.S.","0","0.000142788461538462",Inf,"","","B"
"58","Alloprevotella_tannerae",9867,109,9893,135,9880,122,0.0134986501349865,0.0121987801219878,0.0108989101089891,0.0399812059610365,0.19986201379862,0.190672237124114,0.987901209879012,"Disease","0.00123407051282051","0.0116653205128205",3.2407292116712,"","","B"
"59","Alloprevotella_unclassified",9738,258,9744,264,9741,261,0.0263973602639736,0.0260973902609739,0.0257974202579742,0.0839291636447215,0.281409001956947,0.264788309901404,0.974002599740026,"Disease","0.0012775","0.000923237179487179",-0.468550062433278,"","","B"
"60","Alloscardovia_omnicolens",5565,4413,5589,4437,5577,4425,0.443655634436556,0.442455754424558,0.441255874412559,0.693554173994365,0.906134139061341,0.77319558366744,0.557644235576442,"N.S.","0.00423064102564103","0.00391467948717949",-0.111982084418686,"","","B"
"61","Anaerococcus_lactolyticus",3326,3283,6719,6676,5022.5,4979.5,0.667533246675332,0.497900209979002,0.328267173282672,0.561962137119621,1,0.77319558366744,0.502199780021998,"N.S.","1.28846153846154e-05","0.000430320512820513",5.0616902358968,"","","B"
"62","Anaerococcus_obesiensis",9988,10,9992,14,9990,12,0.0013998600139986,0.0011998800119988,0.000999900009999,0.00417981457668187,0.0592058441214702,0.0507478663898316,0.998900109989001,"Disease","4.26282051282051e-06","0.00109788461538462",8.00870241221515,"Anaerococcus_obesiensis","","A"
"63","Anaerococcus_prevotii",8321,1,10001,1681,9161,841,0.168083191680832,0.0840915908409159,9.99900009999e-05,0.000430495872568432,0.662413437800605,0.425072527712264,0.916008399160084,"N.S.","0","3.84294871794872e-05",Inf,"","","B"
"64","Anaerococcus_tetradius",7191,1,10001,2811,8596,1406,0.281071892810719,0.140585941405859,9.99900009999e-05,0.000430495872568432,0.780472710304727,0.52248100189981,0.85951404859514,"N.S.","0","1.08974358974359e-05",Inf,"","","B"
"65","Anaerococcus_vaginalis",9996,6,9996,6,9996,6,0.0005999400059994,0.0005999400059994,0.0005999400059994,0.00255240748114538,0.0331812972548899,0.0331812972548899,0.999500049995001,"Disease","5.43269230769231e-05","0.0029161858974359",5.74627154036058,"Anaerococcus_vaginalis","","A"
"66","Anaerofustis_stercorihominis",8893,1079,8923,1109,8908,1094,0.110888911108889,0.109389061093891,0.107889211078892,0.255172180150406,0.528007464154247,0.488513881531102,0.890710928907109,"N.S.","0.000526858974358974","0.00214435897435897",2.02505769008393,"","","B"
"67","Anaeroglobus_geminatus",6123,3552,6450,3879,6286.5,3715.5,0.387861213878612,0.371512848715128,0.355164483551645,0.5952523628756,0.906134139061341,0.725863419092873,0.628587141285871,"N.S.","0.000168974358974359","0.000154198717948718",-0.13201357092583,"","","B"
"68","Anaerostipes_caccae",1999,7960,2042,8003,2020.5,7981.5,0.8002199780022,0.798070192980702,0.795920407959204,0.92301092471398,1,0.949919235050179,0.202029797020298,"N.S.","0.00867134615384615","0.00191211538461538",-2.18108639327413,"","","B"
"69","Anaerostipes_hadrus",276,9726,276,9726,276,9726,0.972502749725027,0.972502749725027,0.972502749725027,0.994244893692449,1,0.997077500227185,0.0275972402759724,"Ctrl","0.144710801282051","0.126297756410256",-0.196343598420219,"","","B"
"70","Anaerostipes_sp_3_2_56FAA",2254,4998,5004,7748,3629,6373,0.774722527747225,0.637236276372363,0.4997500249975,0.693554173994365,1,0.905049045876662,0.362863713628637,"N.S.","0.000623974358974359","0.000150608974358974",-2.05067900687739,"","","B"
"71","Anaerostipes_unclassified",5087,4862,5140,4915,5113.5,4888.5,0.491450854914509,0.488801119888011,0.486151384861514,0.693554173994365,0.906134139061341,0.77319558366744,0.511298870112989,"N.S.","0.00854907051282051","0.00504820512820513",-0.759997039459308,"","","B"
"72","Anaerotruncus_colihominis",9865,136,9866,137,9865.5,136.5,0.0136986301369863,0.0136486351364864,0.0135986401359864,0.0481646416639124,0.19986201379862,0.195943150782961,0.986451354864514,"Disease","0.0247691025641026","0.0360339423076923",0.54081490131917,"","","B"
"73","Anaerotruncus_unclassified",9581,420,9582,421,9581.5,420.5,0.0420957904209579,0.042045795420458,0.041995800419958,0.121264981935541,0.332113527777657,0.308478845992952,0.958054194580542,"Disease","0.0263908974358974","0.0534896794871795",1.01922014793212,"","","B"
"74","Arcobacter_butzleri",2670,5551,4451,7332,3560.5,6441.5,0.733126687331267,0.644085591440856,0.555044495550445,0.750144722369868,1,0.905049045876662,0.356014398560144,"N.S.","5.92628205128205e-05","0.000206474358974359",1.80076343597862,"","","B"
"75","Arcobacter_unclassified",5103,2161,7841,4899,6472,3530,0.48985101489851,0.352964703529647,0.216078392160784,0.42217490207501,0.906134139061341,0.717303410901848,0.647135286471353,"N.S.","5.16025641025641e-06","3.8974358974359e-05",2.91701063532897,"","","B"
"76","Asticcacaulis_unclassified",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
"77","Atopobium_minutum",9614,305,9697,388,9655.5,346.5,0.0387961203879612,0.0346465353464654,0.0304969503049695,0.0953361185620568,0.320625408723495,0.2949151321427,0.965453454654535,"Disease","2.12820512820513e-05","0.00704509615384615",8.37083837434736,"","","B"
"78","Atopobium_parvulum",9883,118,9884,119,9883.5,118.5,0.0118988101189881,0.0118488151184882,0.0117988201179882,0.0428452104284521,0.198959173850057,0.189317734893177,0.988251174882512,"Disease","0.00281464743589744","0.00689346153846154",1.29227439047966,"","","B"
"79","Atopobium_rimae",9703,293,9709,299,9706,296,0.0298970102989701,0.0295970402959704,0.0292970702929707,0.0919851246316416,0.291457340752411,0.276367168477957,0.970502949705029,"Disease","0.000325128205128205","0.00361628205128205",3.47542658338476,"","","B"
"80","Atopobium_sp_ICM58",5087,1,10001,4915,7544,2458,0.491450854914509,0.245775422457754,9.99900009999e-05,0.000430495872568432,0.906134139061341,0.579010136960988,0.754324567543246,"N.S.","0","0",NA,"","","B"
"81","Atopobium_vaginae",8698,742,9260,1304,8979,1023,0.13038696130387,0.102289771022898,0.0741925807419258,0.19051594840516,0.585926407359264,0.474356045408117,0.897810218978102,"N.S.","8.07692307692308e-05","0.000309070512820513",1.93605831436958,"","","B"
"82","Bacillus_licheniformis",1,5032,4970,10001,2485.5,7516.5,1,0.751574842515748,0.503149685031497,0.693554173994365,1,0.920580154822356,0.248525147485251,"N.S.","3.10897435897436e-06","0",-Inf,"","","B"
"83","Bacillus_subtilis",5681,3053,6949,4321,6315,3687,0.432056794320568,0.368663133686631,0.305269473052695,0.532739687196329,0.906134139061341,0.722258291881983,0.631436856314369,"N.S.","0.000103814102564103","0.000272147435897436",1.39038600438292,"","","B"
"84","Bacteroidales_bacterium_ph8",2589,7409,2593,7413,2591,7411,0.741225877412259,0.741025897410259,0.740825917408259,0.88041956134965,1,0.920580154822356,0.259074092590741,"N.S.","0.328786987179487","0.307773557692308",-0.0952839126585539,"","","B"
"85","Bacteroides_barnesiae",9022,606,9396,980,9209,793,0.097990200979902,0.0792920707929207,0.0605939406059394,0.160112926436294,0.493264562432646,0.425072527712264,0.920807919208079,"N.S.","0.0262201923076923","0.0814976602564103",1.63608037431554,"","","B"
"86","Bacteroides_caccae",9819,183,9819,183,9819,183,0.0182981701829817,0.0182981701829817,0.0182981701829817,0.0617670627303467,0.226834213130411,0.219273072692731,0.981801819818018,"Disease","0.809904006410256","1.07077855769231",0.402837326140392,"","","B"
"87","Bacteroides_cellulosilyticus",6092,3906,6096,3910,6094,3908,0.390960903909609,0.390760923907609,0.390560943905609,0.641782853678103,0.906134139061341,0.747341976677664,0.609339066093391,"N.S.","0.750872147435897","0.954345352564103",0.345944156267609,"","","B"
"88","Bacteroides_clarus",1434,8566,1436,8568,1435,8567,0.856714328567143,0.856614338566143,0.856514348565144,0.948896481692355,1,0.965035589464309,0.143485651434857,"N.S.","0.118276346153846","0.0735085576923077",-0.686177460893336,"","","B"
"89","Bacteroides_coprocola",5251,4748,5254,4751,5252.5,4749.5,0.475052494750525,0.474902509749025,0.474752524747525,0.693554173994365,0.906134139061341,0.77319558366744,0.525197480251975,"N.S.","0.624100641025641","0.534912756410256",-0.222475084536932,"","","B"
"90","Bacteroides_coprophilus",9702,288,9714,300,9708,294,0.02999700029997,0.0293970602939706,0.0287971202879712,0.0908119714344355,0.291457340752411,0.276367168477957,0.970702929707029,"Disease","0.133895608974359","0.143891826923077",0.103875999989632,"","","B"
"91","Bacteroides_dorei",2705,7291,2711,7297,2708,7294,0.72962703729627,0.729327067293271,0.729027097290271,0.870463368256873,1,0.920580154822356,0.270772922707729,"N.S.","1.43559131410256","1.21550977564103",-0.240083603241409,"","","B"
"92","Bacteroides_eggerthii",9393,608,9394,609,9393.5,608.5,0.0608939106089391,0.0608439156084392,0.0607939206079392,0.160112926436294,0.374825765286719,0.352274772522748,0.939256074392561,"N.S.","0.937121474358974","0.892544711538461",-0.0703116273621679,"","","B"
"93","Bacteroides_faecis",7546,2456,7546,2456,7546,2456,0.245575442455754,0.245575442455754,0.245575442455754,0.456249982236918,0.780472710304727,0.579010136960988,0.754524547545245,"N.S.","0.154802019230769","0.162310641025641",0.0683332954840478,"","","B"
"94","Bacteroides_finegoldii",7604,2390,7612,2398,7608,2394,0.23977602239776,0.239376062393761,0.238976102389761,0.447457858380829,0.776313400050129,0.579010136960988,0.760723927607239,"N.S.","0.207034294871795","0.301864230769231",0.544030048197824,"","","B"
"95","Bacteroides_fluxus",1827,7533,2469,8175,2148,7854,0.817418258174183,0.785321467853215,0.753224677532247,0.889275111897677,1,0.940150512311953,0.214778522147785,"N.S.","0.0390417628205128","0.0512627564102564",0.392892859570201,"","","B"
"96","Bacteroides_fragilis",9992,10,9992,10,9992,10,0.000999900009999,0.000999900009999,0.000999900009999,0.00417981457668187,0.0479285404792854,0.0479285404792854,0.999100089991001,"Disease","0.356901185897436","0.792952019230769",1.15170887734533,"","Bacteroides_fragilis","B"
"97","Bacteroides_gallinarum",7206,1,10001,2796,8603.5,1398.5,0.27957204279572,0.13983601639836,9.99900009999e-05,0.000430495872568432,0.780472710304727,0.52248100189981,0.86026397360264,"N.S.","0","9.00641025641026e-06",Inf,"","","B"
"98","Bacteroides_intestinalis",895,9102,900,9107,897.5,9104.5,0.910608939106089,0.91035896410359,0.91010898910109,0.975213655981645,1,0.985329120301722,0.0897410258974103,"N.S.","0.245468141025641","0.105463557692308",-1.21879122095769,"","","B"
"99","Bacteroides_massiliensis",5094,4907,5095,4908,5094.5,4907.5,0.490750924907509,0.490700929907009,0.490650934906509,0.693554173994365,0.906134139061341,0.77319558366744,0.509399060093991,"N.S.","1.18767259615385","1.09000919871795",-0.123796875332077,"","","B"
"100","Bacteroides_nordii",9966,36,9966,36,9966,36,0.0035996400359964,0.0035996400359964,0.0035996400359964,0.0141428480102809,0.107839216078392,0.0934606539346065,0.996500349965003,"Disease","0.0133519871794872","0.0637679166666667",2.25577627377235,"","Bacteroides_nordii","B"
"101","Bacteroides_oleiciplenus",5500,4439,5563,4502,5531.5,4470.5,0.45015498450155,0.447005299470053,0.443855614438556,0.693554173994365,0.906134139061341,0.77319558366744,0.553094690530947,"N.S.","0.00135121794871795","0.00101657051282051",-0.410550108286535,"","","B"
"102","Bacteroides_ovatus",297,9705,297,9705,297,9705,0.97040295970403,0.97040295970403,0.97040295970403,0.994244893692449,1,0.997077500227185,0.0296970302969703,"Ctrl","1.26274003205128","0.993047948717949",-0.346622369114588,"","","B"
"103","Bacteroides_pectinophilus",320,9673,329,9682,324.5,9677.5,0.968103189681032,0.967653234676532,0.967203279672033,0.994244893692449,1,0.997077500227185,0.0324467553244676,"Ctrl","0.207460865384615","0.0586130448717949",-1.82354552717542,"","","B"
"104","Bacteroides_plebeius",3843,6151,3851,6159,3847,6155,0.615838416158384,0.615438456154385,0.615038496150385,0.799888479620506,1,0.904908486656447,0.384661533846615,"N.S.","0.782239006410256","0.461072628205128",-0.762615455949702,"","","B"
"105","Bacteroides_pyogenes",4991,1,10001,5011,7496,2506,0.501049895010499,0.250574942505749,9.99900009999e-05,0.000430495872568432,0.906134139061341,0.579010136960988,0.749525047495251,"N.S.","0","0.000728108974358974",Inf,"","","B"
"106","Bacteroides_salanitronis",1,9310,692,10001,346.5,9655.5,1,0.965453454654535,0.930906909309069,0.987200689960502,1,0.997077500227185,0.0346465353464654,"Ctrl","0.0293222756410256","0.0183931730769231",-0.672826686305675,"","","B"
"107","Bacteroides_salyersiae",9802,200,9802,200,9802,200,0.01999800019998,0.01999800019998,0.01999800019998,0.0671895427279702,0.243704443115011,0.232225190179395,0.98010198980102,"Disease","0.132256570512821","0.264030416666667",0.997364742328947,"","","B"
"108","Bacteroides_sp_1_1_14",1,4928,5074,10001,2537.5,7464.5,1,0.746375362463754,0.492750724927507,0.693554173994365,1,0.920580154822356,0.253724627537246,"N.S.","0.00245836538461538","0",-Inf,"","","B"
"109","Bacteroides_sp_1_1_30",1,8283,1719,10001,860,9142,1,0.914108589141086,0.828217178282172,0.936283665568124,1,0.985329120301722,0.085991400859914,"N.S.","0.0044361858974359","0",-Inf,"","","B"
"110","Bacteroides_sp_1_1_6",6990,2313,7689,3012,7339.5,2662.5,0.301169883011699,0.266223377662234,0.231276872312769,0.435873690117899,0.801922013680985,0.596307191710735,0.733876612338766,"N.S.","0.00358041666666667","0.0157561858974359",2.13771894936079,"","","B"
"111","Bacteroides_sp_2_1_16",1,1,10001,10001,5001,5001,1,0.5000499950005,9.99900009999e-05,0.000430495872568432,1,0.77319558366744,0.5000499950005,"N.S.","0","0",NA,"","","B"
